Your Hand,Your Hand Type,Opponent k,Naive Win %,Bayesian Win %,Δ (Bayes − Naive) %,P(Opp Stronger) %,Most Likely Opp Type
Ah Ad Ac Qs Jh,Three of a Kind,5,80.88,80.88,0.00,19.12,Pair
Ah Ad Ac Qs Js,Three of a Kind,0,80.88,90.31,9.42,9.69,Pair
Ah Ad Ac Qs Js,Three of a Kind,1,80.88,92.98,12.10,7.02,Pair
Ah Ad Ac Qs Js,Three of a Kind,2,80.88,89.84,8.95,10.16,Pair
Ah Ad Ac Qs Js,Three of a Kind,3,80.88,76.52,-4.36,23.48,Pair
Ah Ad Ac Qs Js,Three of a Kind,4,80.88,61.54,-19.34,38.46,Pair
Ah Ad Ac Qs Js,Three of a Kind,5,80.88,80.88,0.00,19.12,Pair
Ah Ad Ac Qs Qc,Full House,0,96.09,99.86,3.77,0.14,Three of a Kind
Ah Ad Ac Qs Qc,Full House,1,96.09,99.50,3.42,0.50,Three of a Kind
Ah Ad Ac Qs Qc,Full House,2,96.09,95.65,-0.44,4.35,Three of a Kind
Ah Ad Ac Qs Qc,Full House,3,96.09,89.78,-6.30,10.22,Pair
Ah Ad Ac Qs Qc,Full House,4,96.09,91.93,-4.16,8.07,Pair
Ah Ad Ac Qs Qc,Full House,5,96.09,96.09,0.00,3.91,Three of a Kind
Ah Ad Ac Qs Qd,Full House,0,96.09,99.86,3.77,0.14,Three of a Kind
Ah Ad Ac Qs Qd,Full House,1,96.09,99.50,3.42,0.50,Three of a Kind
Ah Ad Ac Qs Qd,Full House,2,96.09,95.65,-0.44,4.35,Three of a Kind
Ah Ad Ac Qs Qd,Full House,3,96.09,89.78,-6.30,10.22,Pair
Ah Ad Ac Qs Qd,Full House,4,96.09,91.93,-4.16,8.07,Pair
Ah Ad Ac Qs Qd,Full House,5,96.09,96.09,0.00,3.91,Three of a Kind
Ah Ad Ac Qs Qh,Full House,0,96.09,99.86,3.77,0.14,Three of a Kind
Ah Ad Ac Qs Qh,Full House,1,96.09,99.50,3.42,0.50,Three of a Kind
Ah Ad Ac Qs Qh,Full House,2,96.09,95.65,-0.44,4.35,Three of a Kind
Ah Ad Ac Qs Qh,Full House,3,96.09,89.78,-6.30,10.22,Pair
Ah Ad Ac Qs Qh,Full House,4,96.09,91.93,-4.16,8.07,Pair
Ah Ad Ac Qs Qh,Full House,5,96.09,96.09,0.00,3.91,Three of a Kind
Ah Ad Ac Qs Tc,Three of a Kind,0,80.88,90.31,9.42,9.69,Pair
Ah Ad Ac Qs Tc,Three of a Kind,1,80.88,92.98,12.10,7.02,Pair
Ah Ad Ac Qs Tc,Three of a Kind,2,80.88,89.84,8.95,10.16,Pair
Ah Ad Ac Qs Tc,Three of a Kind,3,80.88,76.52,-4.36,23.48,Pair
Ah Ad Ac Qs Tc,Three of a Kind,4,80.88,61.54,-19.34,38.46,Pair
Ah Ad Ac Qs Tc,Three of a Kind,5,80.88,80.88,0.00,19.12,Pair
Ah Ad Ac Qs Td,Three of a Kind,0,80.88,90.31,9.42,9.69,Pair
Ah Ad Ac Qs Td,Three of a Kind,1,80.88,92.98,12.10,7.02,Pair
Ah Ad Ac Qs Td,Three of a Kind,2,80.88,89.84,8.95,10.16,Pair
Ah Ad Ac Qs Td,Three of a Kind,3,80.88,76.52,-4.36,23.48,Pair
Ah Ad Ac Qs Td,Three of a Kind,4,80.88,61.54,-19.34,38.46,Pair
Ah Ad Ac Qs Td,Three of a Kind,5,80.88,80.88,0.00,19.12,Pair
Ah Ad Ac Qs Th,Three of a Kind,0,80.88,90.31,9.42,9.69,Pair
Ah Ad Ac Qs Th,Three of a Kind,1,80.88,92.98,12.10,7.02,Pair
Ah Ad Ac Qs Th,Three of a Kind,2,80.88,89.84,8.95,10.16,Pair
Ah Ad Ac Qs Th,Three of a Kind,3,80.88,76.52,-4.36,23.48,Pair
Ah Ad Ac Qs Th,Three of a Kind,4,80.88,61.54,-19.34,38.46,Pair
Ah Ad Ac Qs Th,Three of a Kind,5,80.88,80.88,0.00,19.12,Pair
Ah Ad Ac Qs Ts,Three of a Kind,0,80.88,90.31,9.42,9.69,Pair
Ah Ad Ac Qs Ts,Three of a Kind,1,80.88,92.98,12.10,7.02,Pair
Ah Ad Ac Qs Ts,Three of a Kind,2,80.88,89.84,8.95,10.16,Pair
Ah Ad Ac Qs Ts,Three of a Kind,3,80.88,76.52,-4.36,23.48,Pair
Ah Ad Ac Qs Ts,Three of a Kind,4,80.88,61.54,-19.34,38.46,Pair
Ah Ad Ac Qs Ts,Three of a Kind,5,80.88,80.88,0.00,19.12,Pair
Ah Ad Ac Qs W,Four of a Kind,0,100.00,100.00,0.00,0.00,Pair
Ah Ad Ac Qs W,Four of a Kind,1,100.00,100.00,0.00,0.00,Pair
Ah Ad Ac Qs W,Four of a Kind,2,100.00,100.00,0.00,0.00,Pair
Ah Ad Ac Qs W,Four of a Kind,3,100.00,100.00,0.00,0.00,Pair
Ah Ad Ac Qs W,Four of a Kind,4,100.00,100.00,0.00,0.00,Pair
Ah Ad Ac Qs W,Four of a Kind,5,100.00,100.00,0.00,0.00,Pair
Ah Ad Ac Tc W,Four of a Kind,0,99.98,100.00,0.02,0.00,Pair
Ah Ad Ac Tc W,Four of a Kind,1,99.98,99.98,-0.00,0.02,Pair
Ah Ad Ac Tc W,Four of a Kind,2,99.98,99.98,-0.00,0.02,Pair
Ah Ad Ac Tc W,Four of a Kind,3,99.98,99.95,-0.03,0.05,Pair
Ah Ad Ac Tc W,Four of a Kind,4,99.98,99.96,-0.02,0.04,Pair
Ah Ad Ac Tc W,Four of a Kind,5,99.98,99.98,0.00,0.02,Pair
Ah Ad Ac Td Tc,Full House,0,95.99,99.86,3.86,0.14,Three of a Kind
Ah Ad Ac Td Tc,Full House,1,95.99,99.39,3.40,0.61,Three of a Kind
Ah Ad Ac Td Tc,Full House,2,95.99,95.55,-0.44,4.45,Three of a Kind
Ah Ad Ac Td Tc,Full House,3,95.99,89.57,-6.43,10.43,Pair
Ah Ad Ac Td Tc,Full House,4,95.99,91.74,-4.26,8.26,Pair
Ah Ad Ac Td Tc,Full House,5,95.99,95.99,0.00,4.01,Three of a Kind
Ah Ad Ac Td W,Four of a Kind,0,99.98,100.00,0.02,0.00,Pair
Ah Ad Ac Td W,Four of a Kind,1,99.98,99.98,-0.00,0.02,Pair
Ah Ad Ac Td W,Four of a Kind,2,99.98,99.98,-0.00,0.02,Pair
Ah Ad Ac Td W,Four of a Kind,3,99.98,99.95,-0.03,0.05,Pair
Ah Ad Ac Td W,Four of a Kind,4,99.98,99.96,-0.02,0.04,Pair
Ah Ad Ac Td W,Four of a Kind,5,99.98,99.98,0.00,0.02,Pair
Ah Ad Ac Th Tc,Full House,0,95.99,99.86,3.86,0.14,Three of a Kind
Ah Ad Ac Th Tc,Full House,1,95.99,99.39,3.40,0.61,Three of a Kind
Ah Ad Ac Th Tc,Full House,2,95.99,95.55,-0.44,4.45,Three of a Kind
Ah Ad Ac Th Tc,Full House,3,95.99,89.57,-6.43,10.43,Pair
Ah Ad Ac Th Tc,Full House,4,95.99,91.74,-4.26,8.26,Pair
Ah Ad Ac Th Tc,Full House,5,95.99,95.99,0.00,4.01,Three of a Kind
Ah Ad Ac Th Td,Full House,0,95.99,99.86,3.86,0.14,Three of a Kind
Ah Ad Ac Th Td,Full House,1,95.99,99.39,3.40,0.61,Three of a Kind
Ah Ad Ac Th Td,Full House,2,95.99,95.55,-0.44,4.45,Three of a Kind
Ah Ad Ac Th Td,Full House,3,95.99,89.57,-6.43,10.43,Pair
Ah Ad Ac Th Td,Full House,4,95.99,91.74,-4.26,8.26,Pair
Ah Ad Ac Th Td,Full House,5,95.99,95.99,0.00,4.01,Three of a Kind
Ah Ad Ac Th W,Four of a Kind,0,99.98,100.00,0.02,0.00,Pair
Ah Ad Ac Th W,Four of a Kind,1,99.98,99.98,-0.00,0.02,Pair
Ah Ad Ac Th W,Four of a Kind,2,99.98,99.98,-0.00,0.02,Pair
Ah Ad Ac Th W,Four of a Kind,3,99.98,99.95,-0.03,0.05,Pair
Ah Ad Ac Th W,Four of a Kind,4,99.98,99.96,-0.02,0.04,Pair
Ah Ad Ac Th W,Four of a Kind,5,99.98,99.98,0.00,0.02,Pair
Ah Ad Ac Ts Tc,Full House,0,96.09,99.86,3.77,0.14,Three of a Kind
Ah Ad Ac Ts Tc,Full House,1,96.09,99.50,3.42,0.50,Three of a Kind
Ah Ad Ac Ts Tc,Full House,2,96.09,95.65,-0.44,4.35,Three of a Kind
Ah Ad Ac Ts Tc,Full House,3,96.09,89.78,-6.30,10.22,Pair
Ah Ad Ac Ts Tc,Full House,4,96.09,91.93,-4.16,8.07,Pair
Ah Ad Ac Ts Tc,Full House,5,96.09,96.09,0.00,3.91,Three of a Kind
Ah Ad Ac Ts Td,Full House,0,96.09,99.86,3.77,0.14,Three of a Kind
Ah Ad Ac Ts Td,Full House,1,96.09,99.50,3.42,0.50,Three of a Kind
Ah Ad Ac Ts Td,Full House,2,96.09,95.65,-0.44,4.35,Three of a Kind
Ah Ad Ac Ts Td,Full House,3,96.09,89.78,-6.30,10.22,Pair
Ah Ad Ac Ts Td,Full House,4,96.09,91.93,-4.16,8.07,Pair
Ah Ad Ac Ts Td,Full House,5,96.09,96.09,0.00,3.91,Three of a Kind
Ah Ad Ac Ts Th,Full House,0,96.09,99.86,3.77,0.14,Three of a Kind
Ah Ad Ac Ts Th,Full House,1,96.09,99.50,3.42,0.50,Three of a Kind
Ah Ad Ac Ts Th,Full House,2,96.09,95.65,-0.44,4.35,Three of a Kind
Ah Ad Ac Ts Th,Full House,3,96.09,89.78,-6.30,10.22,Pair
Ah Ad Ac Ts Th,Full House,4,96.09,91.93,-4.16,8.07,Pair
Ah Ad Ac Ts Th,Full House,5,96.09,96.09,0.00,3.91,Three of a Kind
Ah Ad Ac Ts W,Four of a Kind,0,100.00,100.00,0.00,0.00,Pair
Ah Ad Ac Ts W,Four of a Kind,1,100.00,100.00,0.00,0.00,Pair
Ah Ad Ac Ts W,Four of a Kind,2,100.00,100.00,0.00,0.00,Pair
Ah Ad Ac Ts W,Four of a Kind,3,100.00,100.00,0.00,0.00,Pair
Ah Ad Ac Ts W,Four of a Kind,4,100.00,100.00,0.00,0.00,Pair
Ah Ad Ac Ts W,Four of a Kind,5,100.00,100.00,0.00,0.00,Pair
Ah Ad Jc Tc W,Three of a Kind,0,89.74,94.39,4.64,5.61,Pair
Ah Ad Jc Tc W,Three of a Kind,1,89.74,96.45,6.71,3.55,Pair
Ah Ad Jc Tc W,Three of a Kind,2,89.74,95.84,6.09,4.16,Pair
Ah Ad Jc Tc W,Three of a Kind,3,89.74,91.54,1.80,8.46,Pair
Ah Ad Jc Tc W,Three of a Kind,4,89.74,82.29,-7.46,17.71,Pair
Ah Ad Jc Tc W,Three of a Kind,5,89.74,89.74,0.00,10.26,Pair
Ah Ad Jc Td Tc,Two Pair,0,48.86,54.44,5.58,45.48,Pair
Ah Ad Jc Td Tc,Two Pair,1,48.86,56.88,8.02,43.04,Pair
Ah Ad Jc Td Tc,Two Pair,2,48.86,56.00,7.14,43.93,Pair
Ah Ad Jc Td Tc,Two Pair,3,48.86,68.55,19.70,31.43,Pair
Ah Ad Jc Td Tc,Two Pair,4,48.86,60.39,11.54,39.60,Pair
Ah Ad Jc Td Tc,Two Pair,5,48.86,48.86,0.00,51.08,Pair
Ah Ad Jc Td W,Three of a Kind,0,89.74,94.39,4.64,5.61,Pair
Ah Ad Jc Td W,Three of a Kind,1,89.74,96.45,6.71,3.55,Pair
Ah Ad Jc Td W,Three of a Kind,2,89.74,95.84,6.09,4.16,Pair
Ah Ad Jc Td W,Three of a Kind,3,89.74,91.54,1.80,8.46,Pair
Ah Ad Jc Td W,Three of a Kind,4,89.74,82.29,-7.46,17.71,Pair
Ah Ad Jc Td W,Three of a Kind,5,89.74,89.74,0.00,10.26,Pair
Ah Ad Jc Th Tc,Two Pair,0,48.86,54.44,5.58,45.48,Pair
Ah Ad Jc Th Tc,Two Pair,1,48.86,56.88,8.02,43.04,Pair
Ah Ad Jc Th Tc,Two Pair,2,48.86,56.00,7.14,43.93,Pair
Ah Ad Jc Th Tc,Two Pair,3,48.86,68.55,19.70,31.43,Pair
Ah Ad Jc Th Tc,Two Pair,4,48.86,60.39,11.54,39.60,Pair
Ah Ad Jc Th Tc,Two Pair,5,48.86,48.86,0.00,51.08,Pair
Ah Ad Jc Th Td,Two Pair,0,48.86,54.44,5.58,45.48,Pair
Ah Ad Jc Th Td,Two Pair,1,48.86,56.88,8.02,43.04,Pair
Ah Ad Jc Th Td,Two Pair,2,48.86,56.00,7.14,43.93,Pair
Ah Ad Jc Th Td,Two Pair,3,48.86,68.55,19.70,31.43,Pair
Ah Ad Jc Th Td,Two Pair,4,48.86,60.39,11.54,39.60,Pair
Ah Ad Jc Th Td,Two Pair,5,48.86,48.86,0.00,51.08,Pair
Ah Ad Jc Th W,Three of a Kind,0,89.74,94.39,4.64,5.61,Pair
Ah Ad Jc Th W,Three of a Kind,1,89.74,96.45,6.71,3.55,Pair
Ah Ad Jc Th W,Three of a Kind,2,89.74,95.84,6.09,4.16,Pair
Ah Ad Jc Th W,Three of a Kind,3,89.74,91.54,1.80,8.46,Pair
Ah Ad Jc Th W,Three of a Kind,4,89.74,82.29,-7.46,17.71,Pair
Ah Ad Jc Th W,Three of a Kind,5,89.74,89.74,0.00,10.26,Pair
Ah Ad Jc Ts Tc,Two Pair,0,48.86,54.40,5.55,45.52,Pair
Ah Ad Jc Ts Tc,Two Pair,1,48.86,56.94,8.09,42.98,Pair
Ah Ad Jc Ts Tc,Two Pair,2,48.86,56.05,7.20,43.87,Pair
Ah Ad Jc Ts Tc,Two Pair,3,48.86,68.71,19.86,31.27,Pair
Ah Ad Jc Ts Tc,Two Pair,4,48.86,60.39,11.54,39.60,Pair
Ah Ad Jc Ts Tc,Two Pair,5,48.86,48.86,0.00,51.08,Pair
Ah Ad Jc Ts Td,Two Pair,0,48.86,54.40,5.55,45.52,Pair
Ah Ad Jc Ts Td,Two Pair,1,48.86,56.94,8.09,42.98,Pair
Ah Ad Jc Ts Td,Two Pair,2,48.86,56.05,7.20,43.87,Pair
Ah Ad Jc Ts Td,Two Pair,3,48.86,68.71,19.86,31.27,Pair
Ah Ad Jc Ts Td,Two Pair,4,48.86,60.39,11.54,39.60,Pair
Ah Ad Jc Ts Td,Two Pair,5,48.86,48.86,0.00,51.08,Pair
Ah Ad Jc Ts Th,Two Pair,0,48.86,54.40,5.55,45.52,Pair
Ah Ad Jc Ts Th,Two Pair,1,48.86,56.94,8.09,42.98,Pair
Ah Ad Jc Ts Th,Two Pair,2,48.86,56.05,7.20,43.87,Pair
Ah Ad Jc Ts Th,Two Pair,3,48.86,68.71,19.86,31.27,Pair
Ah Ad Jc Ts Th,Two Pair,4,48.86,60.39,11.54,39.60,Pair
Ah Ad Jc Ts Th,Two Pair,5,48.86,48.86,0.00,51.08,Pair
Ah Ad Jc Ts W,Three of a Kind,0,89.74,94.37,4.63,5.63,Pair
Ah Ad Jc Ts W,Three of a Kind,1,89.74,96.47,6.73,3.53,Pair
Ah Ad Jc Ts W,Three of a Kind,2,89.74,95.86,6.12,4.14,Pair
Ah Ad Jc Ts W,Three of a Kind,3,89.74,91.59,1.85,8.41,Pair
Ah Ad Jc Ts W,Three of a Kind,4,89.74,82.29,-7.46,17.71,Pair
Ah Ad Jc Ts W,Three of a Kind,5,89.74,89.74,0.00,10.26,Pair
Ah Ad Jd Jc Tc,Two Pair,0,49.54,55.20,5.66,44.72,Pair
Ah Ad Jd Jc Tc,Two Pair,1,49.54,57.63,8.09,42.29,Pair
Ah Ad Jd Jc Tc,Two Pair,2,49.54,56.78,7.24,43.14,Pair
Ah Ad Jd Jc Tc,Two Pair,3,49.54,68.73,19.19,31.25,Pair
Ah Ad Jd Jc Tc,Two Pair,4,49.54,60.44,10.90,39.55,Pair
Ah Ad Jd Jc Tc,Two Pair,5,49.54,49.54,0.00,50.39,Pair
Ah Ad Jd Jc Td,Two Pair,0,49.54,55.21,5.67,44.71,Pair
Ah Ad Jd Jc Td,Two Pair,1,49.54,57.62,8.08,42.31,Pair
Ah Ad Jd Jc Td,Two Pair,2,49.54,56.77,7.23,43.15,Pair
Ah Ad Jd Jc Td,Two Pair,3,49.54,68.69,19.15,31.29,Pair
Ah Ad Jd Jc Td,Two Pair,4,49.54,60.44,10.90,39.55,Pair
Ah Ad Jd Jc Td,Two Pair,5,49.54,49.54,0.00,50.39,Pair
Ah Ad Jd Jc Th,Two Pair,0,49.54,55.20,5.66,44.72,Pair
Ah Ad Jd Jc Th,Two Pair,1,49.54,57.63,8.09,42.29,Pair
Ah Ad Jd Jc Th,Two Pair,2,49.54,56.78,7.24,43.14,Pair
Ah Ad Jd Jc Th,Two Pair,3,49.54,68.73,19.19,31.25,Pair
Ah Ad Jd Jc Th,Two Pair,4,49.54,60.44,10.90,39.55,Pair
Ah Ad Jd Jc Th,Two Pair,5,49.54,49.54,0.00,50.39,Pair
Ah Ad Jd Jc Ts,Two Pair,0,49.54,55.17,5.62,44.76,Pair
Ah Ad Jd Jc Ts,Two Pair,1,49.54,57.70,8.15,42.23,Pair
Ah Ad Jd Jc Ts,Two Pair,2,49.54,56.84,7.30,43.08,Pair
Ah Ad Jd Jc Ts,Two Pair,3,49.54,68.90,19.35,31.09,Pair
Ah Ad Jd Jc Ts,Two Pair,4,49.54,60.44,10.90,39.55,Pair
Ah Ad Jd Jc Ts,Two Pair,5,49.54,49.54,0.00,50.39,Pair
Ah Ad Jd Jc W,Full House,0,99.15,99.97,0.82,0.03,Pair
Ah Ad Jd Jc W,Full House,1,99.15,99.91,0.75,0.09,Pair
Ah Ad Jd Jc W,Full House,2,99.15,99.10,-0.05,0.90,Pair
Ah Ad Jd Jc W,Full House,3,99.15,98.09,-1.06,1.91,Pair
Ah Ad Jd Jc W,Full House,4,99.15,98.48,-0.67,1.52,Pair
Ah Ad Jd Jc W,Full House,5,99.15,99.15,0.00,0.85,Pair
Ah Ad Jd Tc W,Three of a Kind,0,89.74,94.39,4.64,5.61,Pair
Ah Ad Jd Tc W,Three of a Kind,1,89.74,96.45,6.71,3.55,Pair
Ah Ad Jd Tc W,Three of a Kind,2,89.74,95.84,6.09,4.16,Pair
Ah Ad Jd Tc W,Three of a Kind,3,89.74,91.54,1.80,8.46,Pair
Ah Ad Jd Tc W,Three of a Kind,4,89.74,82.29,-7.46,17.71,Pair
Ah Ad Jd Tc W,Three of a Kind,5,89.74,89.74,0.00,10.26,Pair
Ah Ad Jd Td Tc,Two Pair,0,48.86,54.45,5.59,45.47,Pair
Ah Ad Jd Td Tc,Two Pair,1,48.86,56.86,8.01,43.06,Pair
Ah Ad Jd Td Tc,Two Pair,2,48.86,55.98,7.13,43.94,Pair
Ah Ad Jd Td Tc,Two Pair,3,48.86,68.51,19.66,31.47,Pair
Ah Ad Jd Td Tc,Two Pair,4,48.86,60.39,11.54,39.60,Pair
Ah Ad Jd Td Tc,Two Pair,5,48.86,48.86,0.00,51.08,Pair
Ah Ad Jd Td W,Three of a Kind,0,89.74,94.40,4.66,5.60,Pair
Ah Ad Jd Td W,Three of a Kind,1,89.74,96.43,6.68,3.57,Pair
Ah Ad Jd Td W,Three of a Kind,2,89.74,95.82,6.07,4.18,Pair
Ah Ad Jd Td W,Three of a Kind,3,89.74,91.50,1.75,8.50,Pair
Ah Ad Jd Td W,Three of a Kind,4,89.74,82.29,-7.46,17.71,Pair
Ah Ad Jd Td W,Three of a Kind,5,89.74,89.74,0.00,10.26,Pair
Ah Ad Jd Th Tc,Two Pair,0,48.86,54.44,5.58,45.48,Pair
Ah Ad Jd Th Tc,Two Pair,1,48.86,56.88,8.02,43.04,Pair
Ah Ad Jd Th Tc,Two Pair,2,48.86,56.00,7.14,43.93,Pair
Ah Ad Jd Th Tc,Two Pair,3,48.86,68.55,19.70,31.43,Pair
Ah Ad Jd Th Tc,Two Pair,4,48.86,60.39,11.54,39.60,Pair
Ah Ad Jd Th Tc,Two Pair,5,48.86,48.86,0.00,51.08,Pair
Ah Ad Jd Th Td,Two Pair,0,48.86,54.49,5.63,45.44,Pair
Ah Ad Jd Th Td,Two Pair,1,48.86,56.80,7.95,43.12,Pair
Ah Ad Jd Th Td,Two Pair,2,48.86,55.93,7.07,44.00,Pair
Ah Ad Jd Th Td,Two Pair,3,48.86,68.35,19.50,31.63,Pair
Ah Ad Jd Th Td,Two Pair,4,48.86,60.39,11.54,39.60,Pair
Ah Ad Jd Th Td,Two Pair,5,48.86,48.86,0.00,51.08,Pair
Ah Ad Jd Th W,Three of a Kind,0,89.74,94.40,4.66,5.60,Pair
Ah Ad Jd Th W,Three of a Kind,1,89.74,96.43,6.68,3.57,Pair
Ah Ad Jd Th W,Three of a Kind,2,89.74,95.82,6.07,4.18,Pair
Ah Ad Jd Th W,Three of a Kind,3,89.74,91.50,1.75,8.50,Pair
Ah Ad Jd Th W,Three of a Kind,4,89.74,82.29,-7.46,17.71,Pair
Ah Ad Jd Th W,Three of a Kind,5,89.74,89.74,0.00,10.26,Pair
Ah Ad Jd Ts Tc,Two Pair,0,48.86,54.40,5.55,45.52,Pair
Ah Ad Jd Ts Tc,Two Pair,1,48.86,56.94,8.09,42.98,Pair
Ah Ad Jd Ts Tc,Two Pair,2,48.86,56.05,7.20,43.87,Pair
Ah Ad Jd Ts Tc,Two Pair,3,48.86,68.71,19.86,31.27,Pair
Ah Ad Jd Ts Tc,Two Pair,4,48.86,60.39,11.54,39.60,Pair
Ah Ad Jd Ts Tc,Two Pair,5,48.86,48.86,0.00,51.08,Pair
Ah Ad Jd Ts Td,Two Pair,0,48.86,54.45,5.59,45.47,Pair
Ah Ad Jd Ts Td,Two Pair,1,48.86,56.86,8.01,43.06,Pair
Ah Ad Jd Ts Td,Two Pair,2,48.86,55.98,7.13,43.94,Pair
Ah Ad Jd Ts Td,Two Pair,3,48.86,68.51,19.66,31.47,Pair
Ah Ad Jd Ts Td,Two Pair,4,48.86,60.39,11.54,39.60,Pair
Ah Ad Jd Ts Td,Two Pair,5,48.86,48.86,0.00,51.08,Pair
Ah Ad Jd Ts Th,Two Pair,0,48.86,54.44,5.58,45.48,Pair
Ah Ad Jd Ts Th,Two Pair,1,48.86,56.88,8.02,43.04,Pair
Ah Ad Jd Ts Th,Two Pair,2,48.86,56.00,7.14,43.93,Pair
Ah Ad Jd Ts Th,Two Pair,3,48.86,68.55,19.70,31.43,Pair
Ah Ad Jd Ts Th,Two Pair,4,48.86,60.39,11.54,39.60,Pair
Ah Ad Jd Ts Th,Two Pair,5,48.86,48.86,0.00,51.08,Pair
Ah Ad Jd Ts W,Three of a Kind,0,89.74,94.39,4.64,5.61,Pair
Ah Ad Jd Ts W,Three of a Kind,1,89.74,96.45,6.71,3.55,Pair
Ah Ad Jd Ts W,Three of a Kind,2,89.74,95.84,6.09,4.16,Pair
Ah Ad Jd Ts W,Three of a Kind,3,89.74,91.54,1.80,8.46,Pair
Ah Ad Jd Ts W,Three of a Kind,4,89.74,82.29,-7.46,17.71,Pair
Ah Ad Jd Ts W,Three of a Kind,5,89.74,89.74,0.00,10.26,Pair
Ah Ad Jh Jc Tc,Two Pair,0,49.54,55.20,5.66,44.72,Pair
Ah Ad Jh Jc Tc,Two Pair,1,49.54,57.63,8.09,42.29,Pair
Ah Ad Jh Jc Tc,Two Pair,2,49.54,56.78,7.24,43.14,Pair
Ah Ad Jh Jc Tc,Two Pair,3,49.54,68.73,19.19,31.25,Pair
Ah Ad Jh Jc Tc,Two Pair,4,49.54,60.44,10.90,39.55,Pair
Ah Ad Jh Jc Tc,Two Pair,5,49.54,49.54,0.00,50.39,Pair
Ah Ad Jh Jc Td,Two Pair,0,49.54,55.20,5.66,44.72,Pair
Ah Ad Jh Jc Td,Two Pair,1,49.54,57.63,8.09,42.29,Pair
Ah Ad Jh Jc Td,Two Pair,2,49.54,56.78,7.24,43.14,Pair
Ah Ad Jh Jc Td,Two Pair,3,49.54,68.73,19.19,31.25,Pair
Ah Ad Jh Jc Td,Two Pair,4,49.54,60.44,10.90,39.55,Pair
Ah Ad Jh Jc Td,Two Pair,5,49.54,49.54,0.00,50.39,Pair
Ah Ad Jh Jc Th,Two Pair,0,49.54,55.21,5.67,44.71,Pair
Ah Ad Jh Jc Th,Two Pair,1,49.54,57.62,8.08,42.31,Pair
Ah Ad Jh Jc Th,Two Pair,2,49.54,56.77,7.23,43.15,Pair
Ah Ad Jh Jc Th,Two Pair,3,49.54,68.69,19.15,31.29,Pair
Ah Ad Jh Jc Th,Two Pair,4,49.54,60.44,10.90,39.55,Pair
Ah Ad Jh Jc Th,Two Pair,5,49.54,49.54,0.00,50.39,Pair
Ah Ad Jh Jc Ts,Two Pair,0,49.54,55.17,5.62,44.76,Pair
Ah Ad Jh Jc Ts,Two Pair,1,49.54,57.70,8.15,42.23,Pair
Ah Ad Jh Jc Ts,Two Pair,2,49.54,56.84,7.30,43.08,Pair
Ah Ad Jh Jc Ts,Two Pair,3,49.54,68.90,19.35,31.09,Pair
Ah Ad Jh Jc Ts,Two Pair,4,49.54,60.44,10.90,39.55,Pair
Ah Ad Jh Jc Ts,Two Pair,5,49.54,49.54,0.00,50.39,Pair
Ah Ad Jh Jc W,Full House,0,99.15,99.97,0.82,0.03,Pair
Ah Ad Jh Jc W,Full House,1,99.15,99.91,0.75,0.09,Pair
Ah Ad Jh Jc W,Full House,2,99.15,99.10,-0.05,0.90,Pair
Ah Ad Jh Jc W,Full House,3,99.15,98.09,-1.06,1.91,Pair
Ah Ad Jh Jc W,Full House,4,99.15,98.48,-0.67,1.52,Pair
Ah Ad Jh Jc W,Full House,5,99.15,99.15,0.00,0.85,Pair
Ah Ad Jh Jd Jc,Full House,0,90.73,98.19,7.46,1.81,Three of a Kind
Ah Ad Jh Jd Jc,Full House,1,90.73,93.23,2.51,6.77,Three of a Kind
Ah Ad Jh Jd Jc,Full House,2,90.73,89.70,-1.03,10.30,Three of a Kind
Ah Ad Jh Jd Jc,Full House,3,90.73,75.86,-14.87,24.14,Pair
Ah Ad Jh Jd Jc,Full House,4,90.73,80.88,-9.85,19.12,Pair
Ah Ad Jh Jd Jc,Full House,5,90.73,90.73,0.00,9.27,Three of a Kind
Ah Ad Jh Jd Tc,Two Pair,0,49.54,55.20,5.66,44.72,Pair
Ah Ad Jh Jd Tc,Two Pair,1,49.54,57.63,8.09,42.29,Pair
Ah Ad Jh Jd Tc,Two Pair,2,49.54,56.78,7.24,43.14,Pair
Ah Ad Jh Jd Tc,Two Pair,3,49.54,68.73,19.19,31.25,Pair
Ah Ad Jh Jd Tc,Two Pair,4,49.54,60.44,10.90,39.55,Pair
Ah Ad Jh Jd Tc,Two Pair,5,49.54,49.54,0.00,50.39,Pair
Ah Ad Jh Jd Td,Two Pair,0,49.54,55.25,5.71,44.67,Pair
Ah Ad Jh Jd Td,Two Pair,1,49.54,57.56,8.01,42.37,Pair
Ah Ad Jh Jd Td,Two Pair,2,49.54,56.71,7.17,43.21,Pair
Ah Ad Jh Jd Td,Two Pair,3,49.54,68.53,18.99,31.45,Pair
Ah Ad Jh Jd Td,Two Pair,4,49.54,60.44,10.90,39.55,Pair
Ah Ad Jh Jd Td,Two Pair,5,49.54,49.54,0.00,50.39,Pair
Ah Ad Jh Jd Th,Two Pair,0,49.54,55.25,5.71,44.67,Pair
Ah Ad Jh Jd Th,Two Pair,1,49.54,57.56,8.01,42.37,Pair
Ah Ad Jh Jd Th,Two Pair,2,49.54,56.71,7.17,43.21,Pair
Ah Ad Jh Jd Th,Two Pair,3,49.54,68.53,18.99,31.45,Pair
Ah Ad Jh Jd Th,Two Pair,4,49.54,60.44,10.90,39.55,Pair
