Rank,Hand,Hand Type,Has Joker,Win %,Loss %,Tie %,Wins,Losses,Ties,Total Matchups
8477,Ah Qc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8478,Ah Js Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8479,Ah Js Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8480,Ah Js Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8481,Ah Js Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8482,Ah Jh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8483,Ah Jh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8484,Ah Jh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8485,Ah Jh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8486,Ah Jd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8487,Ah Jd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8488,Ah Jd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8489,Ah Jd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8490,Ah Jc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8491,Ah Jc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8492,Ah Jc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8493,Ah Jc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8494,Ad Ks Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8495,Ad Ks Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8496,Ad Ks Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8497,Ad Ks Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8498,Ad Kh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8499,Ad Kh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8500,Ad Kh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8501,Ad Kh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8502,Ad Kd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8503,Ad Kd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8504,Ad Kd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8505,Ad Kd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8506,Ad Kc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8507,Ad Kc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8508,Ad Kc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8509,Ad Kc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8510,Ad Qs Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8511,Ad Qs Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8512,Ad Qs Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8513,Ad Qs Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8514,Ad Qh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8515,Ad Qh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8516,Ad Qh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8517,Ad Qh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8518,Ad Qd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8519,Ad Qd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8520,Ad Qd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8521,Ad Qd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8522,Ad Qc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8523,Ad Qc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8524,Ad Qc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8525,Ad Qc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8526,Ad Js Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8527,Ad Js Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8528,Ad Js Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8529,Ad Js Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8530,Ad Jh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8531,Ad Jh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8532,Ad Jh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8533,Ad Jh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8534,Ad Jd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8535,Ad Jd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8536,Ad Jd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8537,Ad Jd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8538,Ad Jc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8539,Ad Jc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8540,Ad Jc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8541,Ad Jc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8542,Ac Ks Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8543,Ac Ks Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8544,Ac Ks Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8545,Ac Ks Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8546,Ac Kh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8547,Ac Kh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8548,Ac Kh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8549,Ac Kh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8550,Ac Kd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8551,Ac Kd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8552,Ac Kd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8553,Ac Kd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8554,Ac Kc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8555,Ac Kc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8556,Ac Kc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8557,Ac Kc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8558,Ac Qs Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8559,Ac Qs Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8560,Ac Qs Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8561,Ac Qs Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8562,Ac Qh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8563,Ac Qh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8564,Ac Qh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8565,Ac Qh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8566,Ac Qd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8567,Ac Qd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8568,Ac Qd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8569,Ac Qd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8570,Ac Qc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8571,Ac Qc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8572,Ac Qc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8573,Ac Qc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8574,Ac Js Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8575,Ac Js Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8576,Ac Js Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8577,Ac Js Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8578,Ac Jh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8579,Ac Jh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8580,Ac Jh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8581,Ac Jh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8582,Ac Jd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8583,Ac Jd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8584,Ac Jd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8585,Ac Jd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8586,Ac Jc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8587,Ac Jc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8588,Ac Jc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8589,Ac Jc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8590,Ks Qs Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8591,Ks Qs Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8592,Ks Qs Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8593,Ks Qs Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8594,Ks Qh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8595,Ks Qh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8596,Ks Qh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8597,Ks Qh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8598,Ks Qd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8599,Ks Qd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8600,Ks Qd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8601,Ks Qd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8602,Ks Qc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8603,Ks Qc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8604,Ks Qc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8605,Ks Qc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8606,Ks Js Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8607,Ks Js Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8608,Ks Js Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8609,Ks Js Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8610,Ks Jh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8611,Ks Jh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8612,Ks Jh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8613,Ks Jh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8614,Ks Jd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8615,Ks Jd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8616,Ks Jd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8617,Ks Jd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8618,Ks Jc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8619,Ks Jc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8620,Ks Jc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8621,Ks Jc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8622,Kh Qs Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8623,Kh Qs Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8624,Kh Qs Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8625,Kh Qs Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8626,Kh Qh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8627,Kh Qh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8628,Kh Qh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8629,Kh Qh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8630,Kh Qd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8631,Kh Qd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8632,Kh Qd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8633,Kh Qd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8634,Kh Qc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8635,Kh Qc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8636,Kh Qc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8637,Kh Qc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8638,Kh Js Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8639,Kh Js Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8640,Kh Js Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8641,Kh Js Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8642,Kh Jh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8643,Kh Jh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8644,Kh Jh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8645,Kh Jh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8646,Kh Jd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8647,Kh Jd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8648,Kh Jd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8649,Kh Jd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8650,Kh Jc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8651,Kh Jc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8652,Kh Jc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8653,Kh Jc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8654,Kd Qs Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8655,Kd Qs Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8656,Kd Qs Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8657,Kd Qs Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8658,Kd Qh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8659,Kd Qh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8660,Kd Qh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8661,Kd Qh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8662,Kd Qd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8663,Kd Qd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8664,Kd Qd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8665,Kd Qd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8666,Kd Qc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8667,Kd Qc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8668,Kd Qc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8669,Kd Qc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8670,Kd Js Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8671,Kd Js Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8672,Kd Js Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8673,Kd Js Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8674,Kd Jh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8675,Kd Jh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8676,Kd Jh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8677,Kd Jh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8678,Kd Jd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8679,Kd Jd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8680,Kd Jd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8681,Kd Jd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8682,Kd Jc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8683,Kd Jc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8684,Kd Jc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8685,Kd Jc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8686,Kc Qs Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8687,Kc Qs Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8688,Kc Qs Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8689,Kc Qs Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8690,Kc Qh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8691,Kc Qh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8692,Kc Qh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8693,Kc Qh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8694,Kc Qd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8695,Kc Qd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8696,Kc Qd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8697,Kc Qd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8698,Kc Qc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8699,Kc Qc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8700,Kc Qc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8701,Kc Qc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8702,Kc Js Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8703,Kc Js Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8704,Kc Js Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8705,Kc Js Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8706,Kc Jh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8707,Kc Jh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8708,Kc Jh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8709,Kc Jh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8710,Kc Jd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8711,Kc Jd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8712,Kc Jd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8713,Kc Jd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8714,Kc Jc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8715,Kc Jc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8716,Kc Jc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8717,Kc Jc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8718,Qs Js Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8719,Qs Js Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8720,Qs Js Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8721,Qs Js Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8722,Qs Jh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8723,Qs Jh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8724,Qs Jh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8725,Qs Jh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8726,Qs Jd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8727,Qs Jd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8728,Qs Jd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8729,Qs Jd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8730,Qs Jc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8731,Qs Jc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8732,Qs Jc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8733,Qs Jc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8734,Qh Js Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8735,Qh Js Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8736,Qh Js Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8737,Qh Js Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8738,Qh Jh Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8739,Qh Jh Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8740,Qh Jh Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8741,Qh Jh Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8742,Qh Jd Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8743,Qh Jd Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8744,Qh Jd Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8745,Qh Jd Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8746,Qh Jc Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8747,Qh Jc Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8748,Qh Jc Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8749,Qh Jc Th Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8750,Qd Js Ts Th Td,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8751,Qd Js Ts Th Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
8752,Qd Js Ts Td Tc,Three of a Kind,No,51.85,48.15,0.00,2265,2103,0,4368
