Hand,Hand Type,k,Raw EV (Win %),Opponent Pool Size,Opponent Hands,Entropy (bits),Info Gain vs k=0 (bits),Certainty %,Ambiguity %
Kc Qh Js Ts W,Straight,0,89.84,16,4368,1.783,0.000,100.0,0.0
Kc Qh Js Ts W,Straight,1,84.97,15,3003,1.781,0.003,85.9,0.0
Kc Qh Js Ts W,Straight,2,86.40,14,2002,1.776,0.007,87.5,0.0
Kc Qh Js Ts W,Straight,3,87.04,13,1287,1.770,0.013,77.5,0.0
Kc Qh Js Ts W,Straight,4,86.72,12,792,1.758,0.025,74.3,0.0
Kc Qh Qc Jc Tc,Pair,0,14.01,16,4368,2.207,0.000,100.0,0.0
Kc Qh Qc Jc Tc,Pair,1,33.42,15,3003,2.191,0.016,61.3,3.8
Kc Qh Qc Jc Tc,Pair,2,38.37,14,2002,2.172,0.035,49.8,7.0
Kc Qh Qc Jc Tc,Pair,3,42.84,13,1287,2.148,0.059,45.1,13.4
Kc Qh Qc Jc Tc,Pair,4,46.40,12,792,2.117,0.090,48.2,15.5
Kc Qh Qc Jc Tc,Pair,5,49.11,11,462,2.076,0.131,53.7,9.5
Kc Qh Qc Jc Td,Pair,0,14.01,16,4368,2.200,0.000,100.0,0.0
Kc Qh Qc Jc Td,Pair,1,33.05,15,3003,2.185,0.016,60.0,3.8
Kc Qh Qc Jc Td,Pair,2,38.38,14,2002,2.166,0.035,49.8,7.0
Kc Qh Qc Jc Td,Pair,3,42.85,13,1287,2.142,0.059,45.1,13.4
Kc Qh Qc Jc Td,Pair,4,46.41,12,792,2.111,0.090,48.2,15.5
Kc Qh Qc Jc Td,Pair,5,49.10,11,462,2.069,0.131,53.7,9.5
Kc Qh Qc Jc Th,Pair,0,14.01,16,4368,2.206,0.000,100.0,0.0
Kc Qh Qc Jc Th,Pair,1,33.05,15,3003,2.190,0.016,60.0,3.8
Kc Qh Qc Jc Th,Pair,2,38.37,14,2002,2.171,0.035,49.8,7.0
Kc Qh Qc Jc Th,Pair,3,42.85,13,1287,2.147,0.059,45.1,13.4
Kc Qh Qc Jc Th,Pair,4,46.39,12,792,2.116,0.090,48.1,15.5
Kc Qh Qc Jc Th,Pair,5,49.11,11,462,2.074,0.132,53.7,9.5
Kc Qh Qc Jc Ts,Pair,0,14.01,16,4368,2.200,0.000,100.0,0.0
Kc Qh Qc Jc Ts,Pair,1,33.05,15,3003,2.185,0.016,60.0,3.8
Kc Qh Qc Jc Ts,Pair,2,38.38,14,2002,2.166,0.035,49.8,7.0
Kc Qh Qc Jc Ts,Pair,3,42.85,13,1287,2.142,0.059,45.1,13.4
Kc Qh Qc Jc Ts,Pair,4,46.41,12,792,2.111,0.090,48.2,15.5
Kc Qh Qc Jc Ts,Pair,5,49.10,11,462,2.069,0.131,53.7,9.5
Kc Qh Qc Jc W,Three of a Kind,0,83.47,16,4368,1.851,0.000,100.0,0.0
Kc Qh Qc Jc W,Three of a Kind,1,87.63,15,3003,1.847,0.004,100.0,0.0
Kc Qh Qc Jc W,Three of a Kind,2,87.23,14,2002,1.841,0.010,95.8,0.0
Kc Qh Qc Jc W,Three of a Kind,3,87.17,13,1287,1.830,0.021,80.7,0.0
Kc Qh Qc Jc W,Three of a Kind,4,87.30,12,792,1.815,0.036,80.7,0.0
Kc Qh Qc Jd Jc,Two Pair,0,35.90,16,4368,2.241,0.000,0.0,0.0
Kc Qh Qc Jd Jc,Two Pair,1,34.87,15,3003,2.224,0.016,51.2,0.0
Kc Qh Qc Jd Jc,Two Pair,2,40.30,14,2002,2.204,0.036,49.6,11.0
Kc Qh Qc Jd Jc,Two Pair,3,42.61,13,1287,2.179,0.062,45.0,11.3
Kc Qh Qc Jd Jc,Two Pair,4,45.40,12,792,2.146,0.095,50.6,13.1
Kc Qh Qc Jd Jc,Two Pair,5,49.27,11,462,2.101,0.139,53.8,8.2
Kc Qh Qc Jd Tc,Pair,0,14.01,16,4368,2.200,0.000,100.0,0.0
Kc Qh Qc Jd Tc,Pair,1,33.05,15,3003,2.185,0.016,60.0,3.8
Kc Qh Qc Jd Tc,Pair,2,38.38,14,2002,2.166,0.035,49.8,7.0
Kc Qh Qc Jd Tc,Pair,3,42.85,13,1287,2.142,0.059,45.1,13.4
Kc Qh Qc Jd Tc,Pair,4,46.41,12,792,2.111,0.090,48.2,15.5
Kc Qh Qc Jd Tc,Pair,5,49.10,11,462,2.069,0.131,53.7,9.5
Kc Qh Qc Jd Td,Pair,0,14.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Qc Jd Td,Pair,1,33.05,15,3003,2.183,0.016,60.0,3.8
Kc Qh Qc Jd Td,Pair,2,38.34,14,2002,2.164,0.035,49.8,7.0
Kc Qh Qc Jd Td,Pair,3,42.86,13,1287,2.140,0.059,45.1,13.4
Kc Qh Qc Jd Td,Pair,4,46.41,12,792,2.109,0.090,48.2,15.5
Kc Qh Qc Jd Td,Pair,5,49.10,11,462,2.067,0.132,53.7,9.5
Kc Qh Qc Jd Th,Pair,0,14.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Qc Jd Th,Pair,1,33.05,15,3003,2.183,0.016,60.0,3.8
Kc Qh Qc Jd Th,Pair,2,38.34,14,2002,2.164,0.035,49.8,7.0
Kc Qh Qc Jd Th,Pair,3,42.86,13,1287,2.140,0.059,45.1,13.4
Kc Qh Qc Jd Th,Pair,4,46.41,12,792,2.109,0.090,48.2,15.5
Kc Qh Qc Jd Th,Pair,5,49.10,11,462,2.067,0.131,53.7,9.5
Kc Qh Qc Jd Ts,Pair,0,14.01,16,4368,2.193,0.000,100.0,0.0
Kc Qh Qc Jd Ts,Pair,1,33.05,15,3003,2.177,0.016,60.0,3.8
Kc Qh Qc Jd Ts,Pair,2,38.34,14,2002,2.158,0.034,49.8,7.0
Kc Qh Qc Jd Ts,Pair,3,42.86,13,1287,2.134,0.058,45.1,13.4
Kc Qh Qc Jd Ts,Pair,4,46.42,12,792,2.104,0.089,48.2,15.5
Kc Qh Qc Jd Ts,Pair,5,49.09,11,462,2.062,0.130,53.6,9.5
Kc Qh Qc Jd W,Three of a Kind,0,83.47,16,4368,1.849,0.000,100.0,0.0
Kc Qh Qc Jd W,Three of a Kind,1,87.32,15,3003,1.845,0.004,100.0,0.0
Kc Qh Qc Jd W,Three of a Kind,2,87.23,14,2002,1.839,0.010,95.8,0.0
Kc Qh Qc Jd W,Three of a Kind,3,87.20,13,1287,1.829,0.021,80.7,0.0
Kc Qh Qc Jd W,Three of a Kind,4,87.28,12,792,1.813,0.036,80.7,0.0
Kc Qh Qc Jh Jc,Two Pair,0,35.90,16,4368,2.246,0.000,0.0,0.0
Kc Qh Qc Jh Jc,Two Pair,1,34.87,15,3003,2.230,0.016,51.2,0.0
Kc Qh Qc Jh Jc,Two Pair,2,40.29,14,2002,2.210,0.036,49.6,11.0
Kc Qh Qc Jh Jc,Two Pair,3,42.62,13,1287,2.184,0.062,45.0,11.3
Kc Qh Qc Jh Jc,Two Pair,4,45.38,12,792,2.151,0.095,50.6,13.1
Kc Qh Qc Jh Jc,Two Pair,5,49.28,11,462,2.106,0.140,53.8,8.2
Kc Qh Qc Jh Jd,Two Pair,0,35.90,16,4368,2.239,0.000,0.0,0.0
Kc Qh Qc Jh Jd,Two Pair,1,34.87,15,3003,2.223,0.016,51.2,0.0
Kc Qh Qc Jh Jd,Two Pair,2,40.26,14,2002,2.203,0.036,49.5,11.0
Kc Qh Qc Jh Jd,Two Pair,3,42.63,13,1287,2.177,0.062,45.0,11.3
Kc Qh Qc Jh Jd,Two Pair,4,45.39,12,792,2.144,0.095,50.6,13.1
Kc Qh Qc Jh Jd,Two Pair,5,49.27,11,462,2.100,0.139,53.8,8.2
Kc Qh Qc Jh Tc,Pair,0,14.01,16,4368,2.206,0.000,100.0,0.0
Kc Qh Qc Jh Tc,Pair,1,33.05,15,3003,2.190,0.016,60.0,3.8
Kc Qh Qc Jh Tc,Pair,2,38.37,14,2002,2.171,0.035,49.8,7.0
Kc Qh Qc Jh Tc,Pair,3,42.85,13,1287,2.147,0.059,45.1,13.4
Kc Qh Qc Jh Tc,Pair,4,46.39,12,792,2.116,0.090,48.1,15.5
Kc Qh Qc Jh Tc,Pair,5,49.11,11,462,2.074,0.132,53.7,9.5
Kc Qh Qc Jh Td,Pair,0,14.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Qc Jh Td,Pair,1,33.05,15,3003,2.183,0.016,60.0,3.8
Kc Qh Qc Jh Td,Pair,2,38.34,14,2002,2.164,0.035,49.8,7.0
Kc Qh Qc Jh Td,Pair,3,42.86,13,1287,2.140,0.059,45.1,13.4
Kc Qh Qc Jh Td,Pair,4,46.41,12,792,2.109,0.090,48.2,15.5
Kc Qh Qc Jh Td,Pair,5,49.10,11,462,2.067,0.131,53.7,9.5
Kc Qh Qc Jh Th,Pair,0,14.01,16,4368,2.206,0.000,100.0,0.0
Kc Qh Qc Jh Th,Pair,1,33.05,15,3003,2.190,0.016,60.0,3.8
Kc Qh Qc Jh Th,Pair,2,38.37,14,2002,2.171,0.035,49.8,7.0
Kc Qh Qc Jh Th,Pair,3,42.85,13,1287,2.147,0.059,45.1,13.4
Kc Qh Qc Jh Th,Pair,4,46.39,12,792,2.116,0.090,48.1,15.5
Kc Qh Qc Jh Th,Pair,5,49.11,11,462,2.074,0.132,53.7,9.5
Kc Qh Qc Jh Ts,Pair,0,14.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Qc Jh Ts,Pair,1,33.05,15,3003,2.183,0.016,60.0,3.8
Kc Qh Qc Jh Ts,Pair,2,38.34,14,2002,2.164,0.035,49.8,7.0
Kc Qh Qc Jh Ts,Pair,3,42.86,13,1287,2.140,0.059,45.1,13.4
Kc Qh Qc Jh Ts,Pair,4,46.41,12,792,2.109,0.090,48.2,15.5
Kc Qh Qc Jh Ts,Pair,5,49.10,11,462,2.067,0.131,53.7,9.5
Kc Qh Qc Jh W,Three of a Kind,0,83.47,16,4368,1.851,0.000,100.0,0.0
Kc Qh Qc Jh W,Three of a Kind,1,87.31,15,3003,1.847,0.004,100.0,0.0
Kc Qh Qc Jh W,Three of a Kind,2,87.27,14,2002,1.841,0.010,95.8,0.0
Kc Qh Qc Jh W,Three of a Kind,3,87.17,13,1287,1.830,0.021,80.7,0.0
Kc Qh Qc Jh W,Three of a Kind,4,87.29,12,792,1.815,0.036,80.7,0.0
Kc Qh Qc Js Jc,Two Pair,0,35.90,16,4368,2.241,0.000,0.0,0.0
Kc Qh Qc Js Jc,Two Pair,1,34.87,15,3003,2.224,0.016,51.2,0.0
Kc Qh Qc Js Jc,Two Pair,2,40.30,14,2002,2.204,0.036,49.6,11.0
Kc Qh Qc Js Jc,Two Pair,3,42.61,13,1287,2.179,0.062,45.0,11.3
Kc Qh Qc Js Jc,Two Pair,4,45.40,12,792,2.146,0.095,50.6,13.1
Kc Qh Qc Js Jc,Two Pair,5,49.27,11,462,2.101,0.139,53.8,8.2
Kc Qh Qc Js Jd,Two Pair,0,35.90,16,4368,2.233,0.000,0.0,0.0
Kc Qh Qc Js Jd,Two Pair,1,34.88,15,3003,2.217,0.016,51.2,0.0
Kc Qh Qc Js Jd,Two Pair,2,40.27,14,2002,2.197,0.036,49.5,11.0
Kc Qh Qc Js Jd,Two Pair,3,42.62,13,1287,2.172,0.061,45.0,11.3
Kc Qh Qc Js Jd,Two Pair,4,45.41,12,792,2.139,0.094,50.6,13.1
Kc Qh Qc Js Jd,Two Pair,5,49.26,11,462,2.095,0.138,53.8,8.2
Kc Qh Qc Js Jh,Two Pair,0,35.90,16,4368,2.239,0.000,0.0,0.0
Kc Qh Qc Js Jh,Two Pair,1,34.87,15,3003,2.223,0.016,51.2,0.0
Kc Qh Qc Js Jh,Two Pair,2,40.26,14,2002,2.203,0.036,49.5,11.0
Kc Qh Qc Js Jh,Two Pair,3,42.63,13,1287,2.177,0.062,45.0,11.3
Kc Qh Qc Js Jh,Two Pair,4,45.39,12,792,2.144,0.095,50.6,13.1
Kc Qh Qc Js Jh,Two Pair,5,49.27,11,462,2.100,0.139,53.8,8.2
Kc Qh Qc Js Tc,Pair,0,14.01,16,4368,2.200,0.000,100.0,0.0
Kc Qh Qc Js Tc,Pair,1,33.05,15,3003,2.185,0.016,60.0,3.8
Kc Qh Qc Js Tc,Pair,2,38.38,14,2002,2.166,0.035,49.8,7.0
Kc Qh Qc Js Tc,Pair,3,42.85,13,1287,2.142,0.059,45.1,13.4
Kc Qh Qc Js Tc,Pair,4,46.41,12,792,2.111,0.090,48.2,15.5
Kc Qh Qc Js Tc,Pair,5,49.10,11,462,2.069,0.131,53.7,9.5
Kc Qh Qc Js Td,Pair,0,14.01,16,4368,2.193,0.000,100.0,0.0
Kc Qh Qc Js Td,Pair,1,33.05,15,3003,2.177,0.016,60.0,3.8
Kc Qh Qc Js Td,Pair,2,38.34,14,2002,2.158,0.034,49.8,7.0
Kc Qh Qc Js Td,Pair,3,42.86,13,1287,2.134,0.058,45.1,13.4
Kc Qh Qc Js Td,Pair,4,46.42,12,792,2.104,0.089,48.2,15.5
Kc Qh Qc Js Td,Pair,5,49.09,11,462,2.062,0.130,53.6,9.5
Kc Qh Qc Js Th,Pair,0,14.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Qc Js Th,Pair,1,33.05,15,3003,2.183,0.016,60.0,3.8
Kc Qh Qc Js Th,Pair,2,38.34,14,2002,2.164,0.035,49.8,7.0
Kc Qh Qc Js Th,Pair,3,42.86,13,1287,2.140,0.059,45.1,13.4
Kc Qh Qc Js Th,Pair,4,46.41,12,792,2.109,0.090,48.2,15.5
Kc Qh Qc Js Th,Pair,5,49.10,11,462,2.067,0.131,53.7,9.5
Kc Qh Qc Js Ts,Pair,0,14.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Qc Js Ts,Pair,1,33.05,15,3003,2.183,0.016,60.0,3.8
Kc Qh Qc Js Ts,Pair,2,38.34,14,2002,2.164,0.035,49.8,7.0
Kc Qh Qc Js Ts,Pair,3,42.86,13,1287,2.140,0.059,45.1,13.4
Kc Qh Qc Js Ts,Pair,4,46.41,12,792,2.109,0.090,48.2,15.5
Kc Qh Qc Js Ts,Pair,5,49.10,11,462,2.067,0.132,53.7,9.5
Kc Qh Qc Js W,Three of a Kind,0,83.47,16,4368,1.849,0.000,100.0,0.0
Kc Qh Qc Js W,Three of a Kind,1,87.32,15,3003,1.845,0.004,100.0,0.0
Kc Qh Qc Js W,Three of a Kind,2,87.23,14,2002,1.839,0.010,95.8,0.0
Kc Qh Qc Js W,Three of a Kind,3,87.20,13,1287,1.829,0.021,80.7,0.0
Kc Qh Qc Js W,Three of a Kind,4,87.28,12,792,1.813,0.036,80.7,0.0
Kc Qh Qc Tc W,Three of a Kind,0,83.47,16,4368,1.851,0.000,100.0,0.0
Kc Qh Qc Tc W,Three of a Kind,1,87.08,15,3003,1.847,0.004,90.6,0.0
Kc Qh Qc Tc W,Three of a Kind,2,86.54,14,2002,1.841,0.010,85.8,0.0
Kc Qh Qc Tc W,Three of a Kind,3,86.65,13,1287,1.830,0.021,76.4,0.0
Kc Qh Qc Tc W,Three of a Kind,4,86.92,12,792,1.815,0.036,77.4,0.0
Kc Qh Qc Td Tc,Two Pair,0,34.66,16,4368,2.241,0.000,0.0,0.0
Kc Qh Qc Td Tc,Two Pair,1,31.64,15,3003,2.224,0.016,48.8,5.0
Kc Qh Qc Td Tc,Two Pair,2,37.79,14,2002,2.204,0.036,48.2,12.0
Kc Qh Qc Td Tc,Two Pair,3,41.04,13,1287,2.179,0.062,45.5,12.4
Kc Qh Qc Td Tc,Two Pair,4,44.60,12,792,2.146,0.095,48.8,11.9
Kc Qh Qc Td Tc,Two Pair,5,49.27,11,462,2.101,0.139,53.4,9.9
Kc Qh Qc Td W,Three of a Kind,0,83.47,16,4368,1.849,0.000,100.0,0.0
Kc Qh Qc Td W,Three of a Kind,1,86.77,15,3003,1.845,0.004,90.6,0.0
Kc Qh Qc Td W,Three of a Kind,2,86.54,14,2002,1.839,0.010,85.8,0.0
Kc Qh Qc Td W,Three of a Kind,3,86.68,13,1287,1.829,0.021,76.4,0.0
Kc Qh Qc Td W,Three of a Kind,4,86.90,12,792,1.813,0.036,77.4,0.0
Kc Qh Qc Th Tc,Two Pair,0,34.66,16,4368,2.246,0.000,0.0,0.0
Kc Qh Qc Th Tc,Two Pair,1,31.63,15,3003,2.230,0.016,48.8,5.0
Kc Qh Qc Th Tc,Two Pair,2,37.79,14,2002,2.210,0.036,48.2,12.0
Kc Qh Qc Th Tc,Two Pair,3,41.04,13,1287,2.184,0.062,45.5,12.4
Kc Qh Qc Th Tc,Two Pair,4,44.59,12,792,2.151,0.095,48.8,11.9
Kc Qh Qc Th Tc,Two Pair,5,49.28,11,462,2.106,0.140,53.4,9.9
Kc Qh Qc Th Td,Two Pair,0,34.66,16,4368,2.239,0.000,0.0,0.0
Kc Qh Qc Th Td,Two Pair,1,31.64,15,3003,2.223,0.016,48.8,5.0
Kc Qh Qc Th Td,Two Pair,2,37.75,14,2002,2.203,0.036,48.2,12.0
Kc Qh Qc Th Td,Two Pair,3,41.05,13,1287,2.177,0.062,45.5,12.4
Kc Qh Qc Th Td,Two Pair,4,44.60,12,792,2.144,0.095,48.8,11.9
Kc Qh Qc Th Td,Two Pair,5,49.27,11,462,2.100,0.139,53.4,9.9
Kc Qh Qc Th W,Three of a Kind,0,83.47,16,4368,1.851,0.000,100.0,0.0
Kc Qh Qc Th W,Three of a Kind,1,86.76,15,3003,1.847,0.004,90.6,0.0
Kc Qh Qc Th W,Three of a Kind,2,86.58,14,2002,1.841,0.010,85.8,0.0
Kc Qh Qc Th W,Three of a Kind,3,86.65,13,1287,1.830,0.021,76.4,0.0
Kc Qh Qc Th W,Three of a Kind,4,86.91,12,792,1.815,0.036,77.4,0.0
Kc Qh Qc Ts Tc,Two Pair,0,34.66,16,4368,2.241,0.000,0.0,0.0
Kc Qh Qc Ts Tc,Two Pair,1,31.64,15,3003,2.224,0.016,48.8,5.0
Kc Qh Qc Ts Tc,Two Pair,2,37.79,14,2002,2.204,0.036,48.2,12.0
Kc Qh Qc Ts Tc,Two Pair,3,41.04,13,1287,2.179,0.062,45.5,12.4
Kc Qh Qc Ts Tc,Two Pair,4,44.60,12,792,2.146,0.095,48.8,11.9
Kc Qh Qc Ts Tc,Two Pair,5,49.27,11,462,2.101,0.139,53.4,9.9
Kc Qh Qc Ts Td,Two Pair,0,34.66,16,4368,2.233,0.000,0.0,0.0
Kc Qh Qc Ts Td,Two Pair,1,31.64,15,3003,2.217,0.016,48.8,5.0
Kc Qh Qc Ts Td,Two Pair,2,37.76,14,2002,2.197,0.036,48.2,12.0
Kc Qh Qc Ts Td,Two Pair,3,41.04,13,1287,2.172,0.061,45.5,12.4
Kc Qh Qc Ts Td,Two Pair,4,44.61,12,792,2.139,0.094,48.8,11.9
Kc Qh Qc Ts Td,Two Pair,5,49.26,11,462,2.095,0.138,53.3,9.9
Kc Qh Qc Ts Th,Two Pair,0,34.66,16,4368,2.239,0.000,0.0,0.0
Kc Qh Qc Ts Th,Two Pair,1,31.64,15,3003,2.223,0.016,48.8,5.0
Kc Qh Qc Ts Th,Two Pair,2,37.75,14,2002,2.203,0.036,48.2,12.0
Kc Qh Qc Ts Th,Two Pair,3,41.05,13,1287,2.177,0.062,45.5,12.4
Kc Qh Qc Ts Th,Two Pair,4,44.60,12,792,2.144,0.095,48.8,11.9
Kc Qh Qc Ts Th,Two Pair,5,49.27,11,462,2.100,0.139,53.4,9.9
Kc Qh Qc Ts W,Three of a Kind,0,83.47,16,4368,1.849,0.000,100.0,0.0
Kc Qh Qc Ts W,Three of a Kind,1,86.77,15,3003,1.845,0.004,90.6,0.0
Kc Qh Qc Ts W,Three of a Kind,2,86.54,14,2002,1.839,0.010,85.8,0.0
Kc Qh Qc Ts W,Three of a Kind,3,86.68,13,1287,1.829,0.021,76.4,0.0
Kc Qh Qc Ts W,Three of a Kind,4,86.90,12,792,1.813,0.036,77.4,0.0
Kc Qh Qd Jc Tc,Pair,0,14.01,16,4368,2.200,0.000,100.0,0.0
Kc Qh Qd Jc Tc,Pair,1,33.05,15,3003,2.185,0.016,60.0,3.8
Kc Qh Qd Jc Tc,Pair,2,38.37,14,2002,2.166,0.035,49.8,7.0
Kc Qh Qd Jc Tc,Pair,3,42.85,13,1287,2.142,0.059,45.1,13.4
Kc Qh Qd Jc Tc,Pair,4,46.41,12,792,2.111,0.090,48.2,15.5
Kc Qh Qd Jc Tc,Pair,5,49.10,11,462,2.069,0.131,53.7,9.5
Kc Qh Qd Jc Td,Pair,0,14.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Qd Jc Td,Pair,1,33.05,15,3003,2.183,0.016,60.0,3.8
Kc Qh Qd Jc Td,Pair,2,38.34,14,2002,2.164,0.035,49.8,7.0
Kc Qh Qd Jc Td,Pair,3,42.86,13,1287,2.140,0.059,45.1,13.4
Kc Qh Qd Jc Td,Pair,4,46.41,12,792,2.109,0.090,48.2,15.5
Kc Qh Qd Jc Td,Pair,5,49.10,11,462,2.067,0.132,53.7,9.5
Kc Qh Qd Jc Th,Pair,0,14.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Qd Jc Th,Pair,1,33.05,15,3003,2.183,0.016,60.0,3.8
Kc Qh Qd Jc Th,Pair,2,38.34,14,2002,2.164,0.035,49.8,7.0
Kc Qh Qd Jc Th,Pair,3,42.86,13,1287,2.140,0.059,45.1,13.4
Kc Qh Qd Jc Th,Pair,4,46.41,12,792,2.109,0.090,48.2,15.5
Kc Qh Qd Jc Th,Pair,5,49.10,11,462,2.067,0.132,53.7,9.5
Kc Qh Qd Jc Ts,Pair,0,14.01,16,4368,2.193,0.000,100.0,0.0
Kc Qh Qd Jc Ts,Pair,1,33.05,15,3003,2.177,0.016,60.0,3.8
Kc Qh Qd Jc Ts,Pair,2,38.34,14,2002,2.158,0.035,49.8,7.0
Kc Qh Qd Jc Ts,Pair,3,42.85,13,1287,2.134,0.058,45.1,13.4
Kc Qh Qd Jc Ts,Pair,4,46.42,12,792,2.104,0.089,48.2,15.5
Kc Qh Qd Jc Ts,Pair,5,49.09,11,462,2.062,0.130,53.6,9.5
Kc Qh Qd Jc W,Three of a Kind,0,83.47,16,4368,1.849,0.000,100.0,0.0
Kc Qh Qd Jc W,Three of a Kind,1,87.32,15,3003,1.845,0.004,100.0,0.0
Kc Qh Qd Jc W,Three of a Kind,2,87.23,14,2002,1.839,0.010,95.8,0.0
Kc Qh Qd Jc W,Three of a Kind,3,87.20,13,1287,1.829,0.021,80.7,0.0
Kc Qh Qd Jc W,Three of a Kind,4,87.28,12,792,1.813,0.036,80.7,0.0
Kc Qh Qd Jd Jc,Two Pair,0,35.90,16,4368,2.239,0.000,0.0,0.0
Kc Qh Qd Jd Jc,Two Pair,1,34.87,15,3003,2.223,0.016,51.2,0.0
Kc Qh Qd Jd Jc,Two Pair,2,40.26,14,2002,2.203,0.036,49.5,11.0
Kc Qh Qd Jd Jc,Two Pair,3,42.63,13,1287,2.177,0.062,45.0,11.3
Kc Qh Qd Jd Jc,Two Pair,4,45.39,12,792,2.144,0.095,50.6,13.1
Kc Qh Qd Jd Jc,Two Pair,5,49.27,11,462,2.100,0.139,53.8,8.2
Kc Qh Qd Jd Tc,Pair,0,14.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Qd Jd Tc,Pair,1,33.05,15,3003,2.183,0.016,60.0,3.8
Kc Qh Qd Jd Tc,Pair,2,38.34,14,2002,2.164,0.035,49.8,7.0
Kc Qh Qd Jd Tc,Pair,3,42.86,13,1287,2.140,0.059,45.1,13.4
Kc Qh Qd Jd Tc,Pair,4,46.41,12,792,2.109,0.090,48.2,15.5
Kc Qh Qd Jd Tc,Pair,5,49.10,11,462,2.067,0.132,53.7,9.5
Kc Qh Qd Jd Td,Pair,0,14.01,16,4368,2.200,0.000,100.0,0.0
Kc Qh Qd Jd Td,Pair,1,33.05,15,3003,2.185,0.016,60.0,3.8
Kc Qh Qd Jd Td,Pair,2,38.38,14,2002,2.166,0.035,49.8,7.0
Kc Qh Qd Jd Td,Pair,3,42.85,13,1287,2.142,0.059,45.1,13.4
Kc Qh Qd Jd Td,Pair,4,46.41,12,792,2.111,0.090,48.2,15.5
Kc Qh Qd Jd Td,Pair,5,49.10,11,462,2.069,0.131,53.7,9.5
Kc Qh Qd Jd Th,Pair,0,14.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Qd Jd Th,Pair,1,33.05,15,3003,2.183,0.016,60.0,3.8
Kc Qh Qd Jd Th,Pair,2,38.34,14,2002,2.164,0.035,49.8,7.0
Kc Qh Qd Jd Th,Pair,3,42.86,13,1287,2.140,0.059,45.1,13.4
Kc Qh Qd Jd Th,Pair,4,46.41,12,792,2.109,0.090,48.2,15.5
Kc Qh Qd Jd Th,Pair,5,49.10,11,462,2.067,0.131,53.7,9.5
Kc Qh Qd Jd Ts,Pair,0,14.01,16,4368,2.193,0.000,100.0,0.0
Kc Qh Qd Jd Ts,Pair,1,33.05,15,3003,2.177,0.016,60.0,3.8
Kc Qh Qd Jd Ts,Pair,2,38.34,14,2002,2.158,0.034,49.8,7.0
Kc Qh Qd Jd Ts,Pair,3,42.86,13,1287,2.134,0.058,45.1,13.4
Kc Qh Qd Jd Ts,Pair,4,46.42,12,792,2.104,0.089,48.2,15.5
Kc Qh Qd Jd Ts,Pair,5,49.09,11,462,2.062,0.130,53.6,9.5
Kc Qh Qd Jd W,Three of a Kind,0,83.47,16,4368,1.849,0.000,100.0,0.0
Kc Qh Qd Jd W,Three of a Kind,1,87.32,15,3003,1.845,0.004,100.0,0.0
Kc Qh Qd Jd W,Three of a Kind,2,87.23,14,2002,1.839,0.010,95.8,0.0
Kc Qh Qd Jd W,Three of a Kind,3,87.20,13,1287,1.829,0.021,80.7,0.0
Kc Qh Qd Jd W,Three of a Kind,4,87.28,12,792,1.813,0.036,80.7,0.0
Kc Qh Qd Jh Jc,Two Pair,0,35.90,16,4368,2.239,0.000,0.0,0.0
Kc Qh Qd Jh Jc,Two Pair,1,34.87,15,3003,2.223,0.016,51.2,0.0
Kc Qh Qd Jh Jc,Two Pair,2,40.26,14,2002,2.203,0.036,49.5,11.0
Kc Qh Qd Jh Jc,Two Pair,3,42.63,13,1287,2.177,0.062,45.0,11.3
Kc Qh Qd Jh Jc,Two Pair,4,45.39,12,792,2.144,0.095,50.6,13.1
Kc Qh Qd Jh Jc,Two Pair,5,49.27,11,462,2.100,0.139,53.8,8.2
Kc Qh Qd Jh Jd,Two Pair,0,35.90,16,4368,2.239,0.000,0.0,0.0
Kc Qh Qd Jh Jd,Two Pair,1,34.87,15,3003,2.223,0.016,51.2,0.0
Kc Qh Qd Jh Jd,Two Pair,2,40.26,14,2002,2.203,0.036,49.5,11.0
Kc Qh Qd Jh Jd,Two Pair,3,42.63,13,1287,2.177,0.062,45.0,11.3
Kc Qh Qd Jh Jd,Two Pair,4,45.39,12,792,2.144,0.095,50.6,13.1
Kc Qh Qd Jh Jd,Two Pair,5,49.27,11,462,2.100,0.139,53.8,8.2
Kc Qh Qd Jh Tc,Pair,0,14.01,16,4368,2.199,0.000,100.0,0.0
Kc Qh Qd Jh Tc,Pair,1,33.05,15,3003,2.183,0.016,60.0,3.8
Kc Qh Qd Jh Tc,Pair,2,38.34,14,2002,2.164,0.035,49.8,7.0
Kc Qh Qd Jh Tc,Pair,3,42.86,13,1287,2.140,0.059,45.1,13.4
Kc Qh Qd Jh Tc,Pair,4,46.41,12,792,2.109,0.090,48.2,15.5
Kc Qh Qd Jh Tc,Pair,5,49.10,11,462,2.067,0.132,53.7,9.5
Kc Qh Qd Jh Td,Pair,0,14.01,16,4368,2.199,0.000,100.0,0.0
