Hand,Hand Type,Optimal k,Optimal Win %,Alternative k,Alternative Win %,Deception Cost (Δ%)
Ad Qc Js Jh Th,Pair,4,52.98,1,34.50,18.48
Ad Qc Js Jh Th,Pair,4,52.98,2,45.58,7.40
Ad Qc Js Jh Th,Pair,4,52.98,3,48.55,4.43
Ad Qc Js Jh Th,Pair,4,52.98,5,49.09,3.89
Ad Qc Js Jh Ts,Pair,4,52.98,0,7.83,45.15
Ad Qc Js Jh Ts,Pair,4,52.98,1,34.50,18.48
Ad Qc Js Jh Ts,Pair,4,52.98,2,45.58,7.40
Ad Qc Js Jh Ts,Pair,4,52.98,3,48.55,4.43
Ad Qc Js Jh Ts,Pair,4,52.98,5,49.09,3.89
Ad Qc Js Jh W,Three of a Kind,3,89.53,0,82.05,7.48
Ad Qc Js Jh W,Three of a Kind,3,89.53,1,87.62,1.91
Ad Qc Js Jh W,Three of a Kind,3,89.53,2,89.03,0.50
Ad Qc Js Jh W,Three of a Kind,3,89.53,4,87.59,1.94
Ad Qc Js Tc W,Straight,0,89.84,1,86.59,3.25
Ad Qc Js Tc W,Straight,0,89.84,2,88.41,1.43
Ad Qc Js Tc W,Straight,0,89.84,3,89.39,0.45
Ad Qc Js Tc W,Straight,0,89.84,4,87.14,2.70
Ad Qc Js Td Tc,Pair,4,52.96,0,0.82,52.14
Ad Qc Js Td Tc,Pair,4,52.96,1,34.27,18.69
Ad Qc Js Td Tc,Pair,4,52.96,2,42.58,10.38
Ad Qc Js Td Tc,Pair,4,52.96,3,48.13,4.83
Ad Qc Js Td Tc,Pair,4,52.96,5,49.10,3.86
Ad Qc Js Td W,Straight,0,89.84,1,86.59,3.25
Ad Qc Js Td W,Straight,0,89.84,2,88.41,1.43
Ad Qc Js Td W,Straight,0,89.84,3,89.33,0.51
Ad Qc Js Td W,Straight,0,89.84,4,87.14,2.70
Ad Qc Js Th Tc,Pair,4,53.00,0,0.82,52.18
Ad Qc Js Th Tc,Pair,4,53.00,1,34.27,18.73
Ad Qc Js Th Tc,Pair,4,53.00,2,42.59,10.41
Ad Qc Js Th Tc,Pair,4,53.00,3,48.13,4.87
Ad Qc Js Th Tc,Pair,4,53.00,5,49.09,3.91
Ad Qc Js Th Td,Pair,4,52.97,0,0.82,52.15
Ad Qc Js Th Td,Pair,4,52.97,1,34.27,18.70
Ad Qc Js Th Td,Pair,4,52.97,2,42.59,10.38
Ad Qc Js Th Td,Pair,4,52.97,3,48.13,4.84
Ad Qc Js Th Td,Pair,4,52.97,5,49.09,3.88
Ad Qc Js Th W,Straight,0,89.84,1,86.59,3.25
Ad Qc Js Th W,Straight,0,89.84,2,88.41,1.43
Ad Qc Js Th W,Straight,0,89.84,3,89.39,0.45
Ad Qc Js Th W,Straight,0,89.84,4,87.12,2.72
Ad Qc Js Ts Tc,Pair,4,52.99,0,0.82,52.17
Ad Qc Js Ts Tc,Pair,4,52.99,1,34.27,18.72
Ad Qc Js Ts Tc,Pair,4,52.99,2,42.58,10.41
Ad Qc Js Ts Tc,Pair,4,52.99,3,48.13,4.86
Ad Qc Js Ts Tc,Pair,4,52.99,5,49.10,3.89
Ad Qc Js Ts Td,Pair,4,52.96,0,0.82,52.14
Ad Qc Js Ts Td,Pair,4,52.96,1,34.27,18.69
Ad Qc Js Ts Td,Pair,4,52.96,2,42.58,10.38
Ad Qc Js Ts Td,Pair,4,52.96,3,48.13,4.83
Ad Qc Js Ts Td,Pair,4,52.96,5,49.10,3.86
Ad Qc Js Ts Th,Pair,4,53.00,0,0.82,52.18
Ad Qc Js Ts Th,Pair,4,53.00,1,34.27,18.73
Ad Qc Js Ts Th,Pair,4,53.00,2,42.59,10.41
Ad Qc Js Ts Th,Pair,4,53.00,3,48.13,4.87
Ad Qc Js Ts Th,Pair,4,53.00,5,49.09,3.91
Ad Qc Js Ts W,Straight,0,89.84,1,86.59,3.25
Ad Qc Js Ts W,Straight,0,89.84,2,88.41,1.43
Ad Qc Js Ts W,Straight,0,89.84,3,89.39,0.45
Ad Qc Js Ts W,Straight,0,89.84,4,87.14,2.70
Ad Qc Td Tc W,Three of a Kind,3,89.35,0,77.20,12.15
Ad Qc Td Tc W,Three of a Kind,3,89.35,1,86.46,2.89
Ad Qc Td Tc W,Three of a Kind,3,89.35,2,88.30,1.05
Ad Qc Td Tc W,Three of a Kind,3,89.35,4,87.35,2.00
Ad Qc Th Tc W,Three of a Kind,3,89.40,0,77.20,12.20
Ad Qc Th Tc W,Three of a Kind,3,89.40,1,86.46,2.94
Ad Qc Th Tc W,Three of a Kind,3,89.40,2,88.30,1.10
Ad Qc Th Tc W,Three of a Kind,3,89.40,4,87.34,2.06
Ad Qc Th Td Tc,Three of a Kind,2,66.73,0,51.85,14.88
Ad Qc Th Td Tc,Three of a Kind,2,66.73,1,63.89,2.84
Ad Qc Th Td Tc,Three of a Kind,2,66.73,3,46.27,20.46
Ad Qc Th Td Tc,Three of a Kind,2,66.73,4,52.13,14.60
Ad Qc Th Td Tc,Three of a Kind,2,66.73,5,49.61,17.12
Ad Qc Th Td W,Three of a Kind,3,89.35,0,77.20,12.15
Ad Qc Th Td W,Three of a Kind,3,89.35,1,86.46,2.89
Ad Qc Th Td W,Three of a Kind,3,89.35,2,88.30,1.05
Ad Qc Th Td W,Three of a Kind,3,89.35,4,87.34,2.01
Ad Qc Ts Tc W,Three of a Kind,3,89.40,0,77.20,12.20
Ad Qc Ts Tc W,Three of a Kind,3,89.40,1,86.46,2.94
Ad Qc Ts Tc W,Three of a Kind,3,89.40,2,88.30,1.10
Ad Qc Ts Tc W,Three of a Kind,3,89.40,4,87.34,2.06
Ad Qc Ts Td Tc,Three of a Kind,2,66.73,0,51.85,14.88
Ad Qc Ts Td Tc,Three of a Kind,2,66.73,1,63.89,2.84
Ad Qc Ts Td Tc,Three of a Kind,2,66.73,3,46.27,20.46
Ad Qc Ts Td Tc,Three of a Kind,2,66.73,4,52.13,14.60
Ad Qc Ts Td Tc,Three of a Kind,2,66.73,5,49.61,17.12
Ad Qc Ts Td W,Three of a Kind,3,89.35,0,77.20,12.15
Ad Qc Ts Td W,Three of a Kind,3,89.35,1,86.46,2.89
Ad Qc Ts Td W,Three of a Kind,3,89.35,2,88.30,1.05
Ad Qc Ts Td W,Three of a Kind,3,89.35,4,87.34,2.01
Ad Qc Ts Th Tc,Three of a Kind,2,66.75,0,51.85,14.90
Ad Qc Ts Th Tc,Three of a Kind,2,66.75,1,63.91,2.84
Ad Qc Ts Th Tc,Three of a Kind,2,66.75,3,46.28,20.47
Ad Qc Ts Th Tc,Three of a Kind,2,66.75,4,52.15,14.60
Ad Qc Ts Th Tc,Three of a Kind,2,66.75,5,49.61,17.14
Ad Qc Ts Th Td,Three of a Kind,2,66.75,0,51.85,14.90
Ad Qc Ts Th Td,Three of a Kind,2,66.75,1,63.91,2.84
Ad Qc Ts Th Td,Three of a Kind,2,66.75,3,46.28,20.47
Ad Qc Ts Th Td,Three of a Kind,2,66.75,4,52.14,14.61
Ad Qc Ts Th Td,Three of a Kind,2,66.75,5,49.61,17.14
Ad Qc Ts Th W,Three of a Kind,3,89.41,0,77.20,12.21
Ad Qc Ts Th W,Three of a Kind,3,89.41,1,86.46,2.95
Ad Qc Ts Th W,Three of a Kind,3,89.41,2,88.31,1.10
Ad Qc Ts Th W,Three of a Kind,3,89.41,4,87.32,2.09
Ad Qd Jc Tc W,Straight,0,89.84,1,86.59,3.25
Ad Qd Jc Tc W,Straight,0,89.84,2,88.66,1.18
Ad Qd Jc Tc W,Straight,0,89.84,3,89.33,0.51
Ad Qd Jc Tc W,Straight,0,89.84,4,87.16,2.68
Ad Qd Jc Td Tc,Pair,4,52.95,0,0.82,52.13
Ad Qd Jc Td Tc,Pair,4,52.95,1,34.27,18.68
Ad Qd Jc Td Tc,Pair,4,52.95,2,42.57,10.38
Ad Qd Jc Td Tc,Pair,4,52.95,3,48.14,4.81
Ad Qd Jc Td Tc,Pair,4,52.95,5,49.11,3.84
Ad Qd Jc Td W,Straight,0,89.84,1,87.52,2.32
Ad Qd Jc Td W,Straight,0,89.84,2,88.49,1.35
Ad Qd Jc Td W,Straight,0,89.84,3,89.31,0.53
Ad Qd Jc Td W,Straight,0,89.84,4,87.16,2.68
Ad Qd Jc Th Tc,Pair,4,52.96,0,0.82,52.14
Ad Qd Jc Th Tc,Pair,4,52.96,1,34.27,18.69
Ad Qd Jc Th Tc,Pair,4,52.96,2,42.58,10.38
Ad Qd Jc Th Tc,Pair,4,52.96,3,48.22,4.74
Ad Qd Jc Th Tc,Pair,4,52.96,5,49.10,3.86
Ad Qd Jc Th Td,Pair,4,52.96,0,0.82,52.14
Ad Qd Jc Th Td,Pair,4,52.96,1,34.27,18.69
Ad Qd Jc Th Td,Pair,4,52.96,2,42.58,10.38
Ad Qd Jc Th Td,Pair,4,52.96,3,48.15,4.81
Ad Qd Jc Th Td,Pair,4,52.96,5,49.10,3.86
Ad Qd Jc Th W,Straight,0,89.84,1,86.59,3.25
Ad Qd Jc Th W,Straight,0,89.84,2,88.66,1.18
Ad Qd Jc Th W,Straight,0,89.84,3,89.33,0.51
Ad Qd Jc Th W,Straight,0,89.84,4,87.14,2.70
Ad Qd Jc Ts Tc,Pair,4,52.96,0,0.82,52.14
Ad Qd Jc Ts Tc,Pair,4,52.96,1,34.27,18.69
Ad Qd Jc Ts Tc,Pair,4,52.96,2,42.58,10.38
Ad Qd Jc Ts Tc,Pair,4,52.96,3,48.22,4.74
Ad Qd Jc Ts Tc,Pair,4,52.96,5,49.10,3.86
Ad Qd Jc Ts Td,Pair,4,52.96,0,0.82,52.14
Ad Qd Jc Ts Td,Pair,4,52.96,1,34.27,18.69
Ad Qd Jc Ts Td,Pair,4,52.96,2,42.58,10.38
Ad Qd Jc Ts Td,Pair,4,52.96,3,48.15,4.81
Ad Qd Jc Ts Td,Pair,4,52.96,5,49.10,3.86
Ad Qd Jc Ts Th,Pair,4,52.97,0,0.82,52.15
Ad Qd Jc Ts Th,Pair,4,52.97,1,34.27,18.70
Ad Qd Jc Ts Th,Pair,4,52.97,2,42.59,10.38
Ad Qd Jc Ts Th,Pair,4,52.97,3,48.22,4.75
Ad Qd Jc Ts Th,Pair,4,52.97,5,49.09,3.88
Ad Qd Jc Ts W,Straight,0,89.84,1,86.59,3.25
Ad Qd Jc Ts W,Straight,0,89.84,2,88.66,1.18
Ad Qd Jc Ts W,Straight,0,89.84,3,89.33,0.51
Ad Qd Jc Ts W,Straight,0,89.84,4,87.14,2.70
Ad Qd Jd Jc Tc,Pair,4,52.93,0,7.83,45.10
Ad Qd Jd Jc Tc,Pair,4,52.93,1,34.50,18.43
Ad Qd Jd Jc Tc,Pair,4,52.93,2,45.56,7.37
Ad Qd Jd Jc Tc,Pair,4,52.93,3,48.53,4.40
Ad Qd Jd Jc Tc,Pair,4,52.93,5,49.11,3.82
Ad Qd Jd Jc Td,Pair,4,52.93,0,7.83,45.10
Ad Qd Jd Jc Td,Pair,4,52.93,1,36.37,16.56
Ad Qd Jd Jc Td,Pair,4,52.93,2,45.56,7.37
Ad Qd Jd Jc Td,Pair,4,52.93,3,48.53,4.40
Ad Qd Jd Jc Td,Pair,4,52.93,5,49.11,3.82
Ad Qd Jd Jc Th,Pair,4,52.94,0,7.83,45.11
Ad Qd Jd Jc Th,Pair,4,52.94,1,34.50,18.44
Ad Qd Jd Jc Th,Pair,4,52.94,2,45.57,7.37
Ad Qd Jd Jc Th,Pair,4,52.94,3,48.54,4.40
Ad Qd Jd Jc Th,Pair,4,52.94,5,49.10,3.84
Ad Qd Jd Jc Ts,Pair,4,52.94,0,7.83,45.11
Ad Qd Jd Jc Ts,Pair,4,52.94,1,34.50,18.44
Ad Qd Jd Jc Ts,Pair,4,52.94,2,45.57,7.37
Ad Qd Jd Jc Ts,Pair,4,52.94,3,48.54,4.40
Ad Qd Jd Jc Ts,Pair,4,52.94,5,49.10,3.84
Ad Qd Jd Jc W,Three of a Kind,3,89.45,0,82.05,7.40
Ad Qd Jd Jc W,Three of a Kind,3,89.45,1,88.44,1.01
Ad Qd Jd Jc W,Three of a Kind,3,89.45,2,89.01,0.44
Ad Qd Jd Jc W,Three of a Kind,3,89.45,4,87.62,1.83
Ad Qd Jd Tc W,Straight,0,89.84,1,87.85,1.99
Ad Qd Jd Tc W,Straight,0,89.84,2,88.49,1.35
Ad Qd Jd Tc W,Straight,0,89.84,3,89.31,0.53
Ad Qd Jd Tc W,Straight,0,89.84,4,87.16,2.68
Ad Qd Jd Td Tc,Pair,4,52.95,0,0.82,52.13
Ad Qd Jd Td Tc,Pair,4,52.95,1,36.15,16.80
Ad Qd Jd Td Tc,Pair,4,52.95,2,42.57,10.38
Ad Qd Jd Td Tc,Pair,4,52.95,3,48.12,4.83
Ad Qd Jd Td Tc,Pair,4,52.95,5,49.11,3.84
Ad Qd Jd Td W,Royal Flush,0,99.93,1,87.22,12.71
Ad Qd Jd Td W,Royal Flush,0,99.93,2,88.40,11.53
Ad Qd Jd Td W,Royal Flush,0,99.93,3,89.31,10.62
Ad Qd Jd Td W,Royal Flush,0,99.93,4,87.18,12.75
Ad Qd Jd Th Tc,Pair,4,52.96,0,0.82,52.14
Ad Qd Jd Th Tc,Pair,4,52.96,1,34.27,18.69
Ad Qd Jd Th Tc,Pair,4,52.96,2,42.58,10.38
Ad Qd Jd Th Tc,Pair,4,52.96,3,48.14,4.82
Ad Qd Jd Th Tc,Pair,4,52.96,5,49.10,3.86
Ad Qd Jd Th Td,Pair,4,52.95,0,0.82,52.13
Ad Qd Jd Th Td,Pair,4,52.95,1,36.15,16.80
Ad Qd Jd Th Td,Pair,4,52.95,2,42.57,10.38
Ad Qd Jd Th Td,Pair,4,52.95,3,48.12,4.83
Ad Qd Jd Th Td,Pair,4,52.95,5,49.11,3.84
Ad Qd Jd Th W,Straight,0,89.84,1,87.85,1.99
Ad Qd Jd Th W,Straight,0,89.84,2,88.49,1.35
Ad Qd Jd Th W,Straight,0,89.84,3,89.31,0.53
Ad Qd Jd Th W,Straight,0,89.84,4,87.16,2.68
Ad Qd Jd Ts Tc,Pair,4,52.96,0,0.82,52.14
Ad Qd Jd Ts Tc,Pair,4,52.96,1,34.27,18.69
Ad Qd Jd Ts Tc,Pair,4,52.96,2,42.58,10.38
Ad Qd Jd Ts Tc,Pair,4,52.96,3,48.14,4.82
Ad Qd Jd Ts Tc,Pair,4,52.96,5,49.10,3.86
Ad Qd Jd Ts Td,Pair,4,52.95,0,0.82,52.13
Ad Qd Jd Ts Td,Pair,4,52.95,1,36.15,16.80
Ad Qd Jd Ts Td,Pair,4,52.95,2,42.57,10.38
Ad Qd Jd Ts Td,Pair,4,52.95,3,48.12,4.83
Ad Qd Jd Ts Td,Pair,4,52.95,5,49.11,3.84
Ad Qd Jd Ts Th,Pair,4,52.96,0,0.82,52.14
Ad Qd Jd Ts Th,Pair,4,52.96,1,34.27,18.69
Ad Qd Jd Ts Th,Pair,4,52.96,2,42.58,10.38
Ad Qd Jd Ts Th,Pair,4,52.96,3,48.14,4.82
Ad Qd Jd Ts Th,Pair,4,52.96,5,49.10,3.86
Ad Qd Jd Ts W,Straight,0,89.84,1,87.85,1.99
Ad Qd Jd Ts W,Straight,0,89.84,2,88.49,1.35
Ad Qd Jd Ts W,Straight,0,89.84,3,89.31,0.53
Ad Qd Jd Ts W,Straight,0,89.84,4,87.16,2.68
Ad Qd Jh Jc Tc,Pair,4,52.95,0,7.83,45.12
Ad Qd Jh Jc Tc,Pair,4,52.95,1,34.50,18.45
Ad Qd Jh Jc Tc,Pair,4,52.95,2,45.57,7.38
Ad Qd Jh Jc Tc,Pair,4,52.95,3,48.54,4.41
Ad Qd Jh Jc Tc,Pair,4,52.95,5,49.10,3.85
Ad Qd Jh Jc Td,Pair,4,52.94,0,7.83,45.11
Ad Qd Jh Jc Td,Pair,4,52.94,1,34.50,18.44
Ad Qd Jh Jc Td,Pair,4,52.94,2,45.57,7.37
Ad Qd Jh Jc Td,Pair,4,52.94,3,48.54,4.40
Ad Qd Jh Jc Td,Pair,4,52.94,5,49.10,3.84
Ad Qd Jh Jc Th,Pair,4,52.95,0,7.83,45.12
Ad Qd Jh Jc Th,Pair,4,52.95,1,34.50,18.45
Ad Qd Jh Jc Th,Pair,4,52.95,2,45.57,7.38
Ad Qd Jh Jc Th,Pair,4,52.95,3,48.54,4.41
Ad Qd Jh Jc Th,Pair,4,52.95,5,49.10,3.85
Ad Qd Jh Jc Ts,Pair,4,52.95,0,7.83,45.12
Ad Qd Jh Jc Ts,Pair,4,52.95,1,34.50,18.45
Ad Qd Jh Jc Ts,Pair,4,52.95,2,45.58,7.37
Ad Qd Jh Jc Ts,Pair,4,52.95,3,48.55,4.40
Ad Qd Jh Jc Ts,Pair,4,52.95,5,49.09,3.86
Ad Qd Jh Jc W,Three of a Kind,3,89.47,0,82.05,7.42
Ad Qd Jh Jc W,Three of a Kind,3,89.47,1,87.61,1.86
Ad Qd Jh Jc W,Three of a Kind,3,89.47,2,89.02,0.45
Ad Qd Jh Jc W,Three of a Kind,3,89.47,4,87.60,1.87
Ad Qd Jh Jd Jc,Three of a Kind,2,73.43,0,61.70,11.73
Ad Qd Jh Jd Jc,Three of a Kind,2,73.43,1,70.87,2.56
Ad Qd Jh Jd Jc,Three of a Kind,2,73.43,3,46.29,27.14
Ad Qd Jh Jd Jc,Three of a Kind,2,73.43,4,52.12,21.31
Ad Qd Jh Jd Jc,Three of a Kind,2,73.43,5,49.61,23.82
Ad Qd Jh Jd Tc,Pair,4,52.94,0,7.83,45.11
Ad Qd Jh Jd Tc,Pair,4,52.94,1,34.50,18.44
Ad Qd Jh Jd Tc,Pair,4,52.94,2,45.57,7.37
Ad Qd Jh Jd Tc,Pair,4,52.94,3,48.54,4.40
Ad Qd Jh Jd Tc,Pair,4,52.94,5,49.10,3.84
Ad Qd Jh Jd Td,Pair,4,52.93,0,7.83,45.10
Ad Qd Jh Jd Td,Pair,4,52.93,1,36.37,16.56
Ad Qd Jh Jd Td,Pair,4,52.93,2,45.56,7.37
Ad Qd Jh Jd Td,Pair,4,52.93,3,48.53,4.40
Ad Qd Jh Jd Td,Pair,4,52.93,5,49.11,3.82
Ad Qd Jh Jd Th,Pair,4,52.93,0,7.83,45.10
Ad Qd Jh Jd Th,Pair,4,52.93,1,34.50,18.43
Ad Qd Jh Jd Th,Pair,4,52.93,2,45.56,7.37
Ad Qd Jh Jd Th,Pair,4,52.93,3,48.53,4.40
Ad Qd Jh Jd Th,Pair,4,52.93,5,49.11,3.82
Ad Qd Jh Jd Ts,Pair,4,52.94,0,7.83,45.11
Ad Qd Jh Jd Ts,Pair,4,52.94,1,34.50,18.44
Ad Qd Jh Jd Ts,Pair,4,52.94,2,45.57,7.37
Ad Qd Jh Jd Ts,Pair,4,52.94,3,48.54,4.40
Ad Qd Jh Jd Ts,Pair,4,52.94,5,49.10,3.84
Ad Qd Jh Jd W,Three of a Kind,3,89.45,0,82.05,7.40
Ad Qd Jh Jd W,Three of a Kind,3,89.45,1,88.44,1.01
Ad Qd Jh Jd W,Three of a Kind,3,89.45,2,89.01,0.44
Ad Qd Jh Jd W,Three of a Kind,3,89.45,4,87.62,1.83
Ad Qd Jh Tc W,Straight,0,89.84,1,86.59,3.25
Ad Qd Jh Tc W,Straight,0,89.84,2,88.66,1.18
Ad Qd Jh Tc W,Straight,0,89.84,3,89.33,0.51
Ad Qd Jh Tc W,Straight,0,89.84,4,87.14,2.70
Ad Qd Jh Td Tc,Pair,4,52.96,0,0.82,52.14
Ad Qd Jh Td Tc,Pair,4,52.96,1,34.27,18.69
Ad Qd Jh Td Tc,Pair,4,52.96,2,42.58,10.38
Ad Qd Jh Td Tc,Pair,4,52.96,3,48.15,4.81
Ad Qd Jh Td Tc,Pair,4,52.96,5,49.10,3.86
Ad Qd Jh Td W,Straight,0,89.84,1,87.52,2.32
Ad Qd Jh Td W,Straight,0,89.84,2,88.49,1.35
Ad Qd Jh Td W,Straight,0,89.84,3,89.31,0.53
Ad Qd Jh Td W,Straight,0,89.84,4,87.16,2.68
Ad Qd Jh Th Tc,Pair,4,52.96,0,0.82,52.14
Ad Qd Jh Th Tc,Pair,4,52.96,1,34.27,18.69
Ad Qd Jh Th Tc,Pair,4,52.96,2,42.58,10.38
Ad Qd Jh Th Tc,Pair,4,52.96,3,48.22,4.74
Ad Qd Jh Th Tc,Pair,4,52.96,5,49.10,3.86
Ad Qd Jh Th Td,Pair,4,52.95,0,0.82,52.13
Ad Qd Jh Th Td,Pair,4,52.95,1,34.27,18.68
Ad Qd Jh Th Td,Pair,4,52.95,2,42.57,10.38
Ad Qd Jh Th Td,Pair,4,52.95,3,48.14,4.81
Ad Qd Jh Th Td,Pair,4,52.95,5,49.11,3.84
Ad Qd Jh Th W,Straight,0,89.84,1,86.59,3.25
Ad Qd Jh Th W,Straight,0,89.84,2,88.66,1.18
Ad Qd Jh Th W,Straight,0,89.84,3,89.33,0.51
Ad Qd Jh Th W,Straight,0,89.84,4,87.16,2.68
Ad Qd Jh Ts Tc,Pair,4,52.97,0,0.82,52.15
Ad Qd Jh Ts Tc,Pair,4,52.97,1,34.27,18.70
Ad Qd Jh Ts Tc,Pair,4,52.97,2,42.59,10.38
Ad Qd Jh Ts Tc,Pair,4,52.97,3,48.22,4.75
Ad Qd Jh Ts Tc,Pair,4,52.97,5,49.09,3.88
Ad Qd Jh Ts Td,Pair,4,52.96,0,0.82,52.14
Ad Qd Jh Ts Td,Pair,4,52.96,1,34.27,18.69
Ad Qd Jh Ts Td,Pair,4,52.96,2,42.58,10.38
Ad Qd Jh Ts Td,Pair,4,52.96,3,48.15,4.81
Ad Qd Jh Ts Td,Pair,4,52.96,5,49.10,3.86
Ad Qd Jh Ts Th,Pair,4,52.96,0,0.82,52.14
Ad Qd Jh Ts Th,Pair,4,52.96,1,34.27,18.69
Ad Qd Jh Ts Th,Pair,4,52.96,2,42.58,10.38
Ad Qd Jh Ts Th,Pair,4,52.96,3,48.22,4.74
Ad Qd Jh Ts Th,Pair,4,52.96,5,49.10,3.86
Ad Qd Jh Ts W,Straight,0,89.84,1,86.59,3.25
Ad Qd Jh Ts W,Straight,0,89.84,2,88.66,1.18
Ad Qd Jh Ts W,Straight,0,89.84,3,89.33,0.51
Ad Qd Jh Ts W,Straight,0,89.84,4,87.14,2.70
Ad Qd Js Jc Tc,Pair,4,52.95,0,7.83,45.12
Ad Qd Js Jc Tc,Pair,4,52.95,1,34.50,18.45
Ad Qd Js Jc Tc,Pair,4,52.95,2,45.57,7.38
Ad Qd Js Jc Tc,Pair,4,52.95,3,48.54,4.41
Ad Qd Js Jc Tc,Pair,4,52.95,5,49.10,3.85
Ad Qd Js Jc Td,Pair,4,52.94,0,7.83,45.11
Ad Qd Js Jc Td,Pair,4,52.94,1,34.50,18.44
Ad Qd Js Jc Td,Pair,4,52.94,2,45.57,7.37
Ad Qd Js Jc Td,Pair,4,52.94,3,48.54,4.40
Ad Qd Js Jc Td,Pair,4,52.94,5,49.10,3.84
Ad Qd Js Jc Th,Pair,4,52.95,0,7.83,45.12
Ad Qd Js Jc Th,Pair,4,52.95,1,34.50,18.45
Ad Qd Js Jc Th,Pair,4,52.95,2,45.58,7.37
Ad Qd Js Jc Th,Pair,4,52.95,3,48.55,4.40
Ad Qd Js Jc Th,Pair,4,52.95,5,49.09,3.86
Ad Qd Js Jc Ts,Pair,4,52.95,0,7.83,45.12
Ad Qd Js Jc Ts,Pair,4,52.95,1,34.50,18.45
Ad Qd Js Jc Ts,Pair,4,52.95,2,45.57,7.38
Ad Qd Js Jc Ts,Pair,4,52.95,3,48.54,4.41
Ad Qd Js Jc Ts,Pair,4,52.95,5,49.10,3.85
Ad Qd Js Jc W,Three of a Kind,3,89.47,0,82.05,7.42
Ad Qd Js Jc W,Three of a Kind,3,89.47,1,87.61,1.86
Ad Qd Js Jc W,Three of a Kind,3,89.47,2,89.02,0.45
Ad Qd Js Jc W,Three of a Kind,3,89.47,4,87.60,1.87
Ad Qd Js Jd Jc,Three of a Kind,2,73.43,0,61.70,11.73
Ad Qd Js Jd Jc,Three of a Kind,2,73.43,1,70.87,2.56
Ad Qd Js Jd Jc,Three of a Kind,2,73.43,3,46.29,27.14
Ad Qd Js Jd Jc,Three of a Kind,2,73.43,4,52.12,21.31
Ad Qd Js Jd Jc,Three of a Kind,2,73.43,5,49.61,23.82
Ad Qd Js Jd Tc,Pair,4,52.94,0,7.83,45.11
Ad Qd Js Jd Tc,Pair,4,52.94,1,34.50,18.44
Ad Qd Js Jd Tc,Pair,4,52.94,2,45.57,7.37
Ad Qd Js Jd Tc,Pair,4,52.94,3,48.54,4.40
Ad Qd Js Jd Tc,Pair,4,52.94,5,49.10,3.84
Ad Qd Js Jd Td,Pair,4,52.93,0,7.83,45.10
Ad Qd Js Jd Td,Pair,4,52.93,1,36.37,16.56
Ad Qd Js Jd Td,Pair,4,52.93,2,45.56,7.37
Ad Qd Js Jd Td,Pair,4,52.93,3,48.53,4.40
Ad Qd Js Jd Td,Pair,4,52.93,5,49.11,3.82
Ad Qd Js Jd Th,Pair,4,52.94,0,7.83,45.11
Ad Qd Js Jd Th,Pair,4,52.94,1,34.50,18.44
Ad Qd Js Jd Th,Pair,4,52.94,2,45.57,7.37
Ad Qd Js Jd Th,Pair,4,52.94,3,48.54,4.40
Ad Qd Js Jd Th,Pair,4,52.94,5,49.10,3.84
Ad Qd Js Jd Ts,Pair,4,52.93,0,7.83,45.10
Ad Qd Js Jd Ts,Pair,4,52.93,1,34.50,18.43
Ad Qd Js Jd Ts,Pair,4,52.93,2,45.56,7.37
Ad Qd Js Jd Ts,Pair,4,52.93,3,48.53,4.40
Ad Qd Js Jd Ts,Pair,4,52.93,5,49.11,3.82
Ad Qd Js Jd W,Three of a Kind,3,89.45,0,82.05,7.40
Ad Qd Js Jd W,Three of a Kind,3,89.45,1,88.44,1.01
Ad Qd Js Jd W,Three of a Kind,3,89.45,2,89.01,0.44
Ad Qd Js Jd W,Three of a Kind,3,89.45,4,87.62,1.83
Ad Qd Js Jh Jc,Three of a Kind,2,73.45,0,61.70,11.75
Ad Qd Js Jh Jc,Three of a Kind,2,73.45,1,70.90,2.55
Ad Qd Js Jh Jc,Three of a Kind,2,73.45,3,46.35,27.10
Ad Qd Js Jh Jc,Three of a Kind,2,73.45,4,52.13,21.32
Ad Qd Js Jh Jc,Three of a Kind,2,73.45,5,49.61,23.84
Ad Qd Js Jh Jd,Three of a Kind,2,73.43,0,61.70,11.73
Ad Qd Js Jh Jd,Three of a Kind,2,73.43,1,70.87,2.56
Ad Qd Js Jh Jd,Three of a Kind,2,73.43,3,46.29,27.14
Ad Qd Js Jh Jd,Three of a Kind,2,73.43,4,52.12,21.31
Ad Qd Js Jh Jd,Three of a Kind,2,73.43,5,49.61,23.82
Ad Qd Js Jh Tc,Pair,4,52.95,0,7.83,45.12
Ad Qd Js Jh Tc,Pair,4,52.95,1,34.50,18.45
Ad Qd Js Jh Tc,Pair,4,52.95,2,45.58,7.37
Ad Qd Js Jh Tc,Pair,4,52.95,3,48.55,4.40
Ad Qd Js Jh Tc,Pair,4,52.95,5,49.09,3.86
Ad Qd Js Jh Td,Pair,4,52.94,0,7.83,45.11
Ad Qd Js Jh Td,Pair,4,52.94,1,34.50,18.44
Ad Qd Js Jh Td,Pair,4,52.94,2,45.57,7.37
Ad Qd Js Jh Td,Pair,4,52.94,3,48.54,4.40
Ad Qd Js Jh Td,Pair,4,52.94,5,49.10,3.84
Ad Qd Js Jh Th,Pair,4,52.95,0,7.83,45.12
Ad Qd Js Jh Th,Pair,4,52.95,1,34.50,18.45
Ad Qd Js Jh Th,Pair,4,52.95,2,45.57,7.38
