Hand,Hand Type,Pre-Discard Win %,Optimal Discard,Optimal Win %,Delta %,P(Improve),Risk Ratio,Verdict
Ks Qh Qc Jd Td,Pair,14.01,Ks Jd Td,51.71,37.70,75.89,16.20,Discard Ks Jd Td
Ks Qh Qc Jd Ts,Pair,14.01,Ks Jd Ts,51.71,37.70,75.89,16.20,Discard Ks Jd Ts
Ks Qh Qc Js Td,Pair,14.01,Ks Js Td,51.71,37.70,75.89,16.20,Discard Ks Js Td
Ks Qh Qd Jc Tc,Pair,14.01,Ks Jc Tc,51.71,37.70,75.89,16.20,Discard Ks Jc Tc
Ks Qh Qd Jc Ts,Pair,14.01,Ks Jc Ts,51.71,37.70,75.89,16.20,Discard Ks Jc Ts
Ks Qh Qd Js Tc,Pair,14.01,Ks Js Tc,51.71,37.70,75.89,16.20,Discard Ks Js Tc
Kc Qd Qc Jd Th,Pair,14.01,Kc Jd Th,51.70,37.69,75.89,16.20,Discard Kc Jd Th
Kc Qd Qc Jd Ts,Pair,14.01,Kc Jd Ts,51.70,37.69,75.89,16.20,Discard Kc Jd Ts
Kc Qd Qc Jh Td,Pair,14.01,Kc Jh Td,51.70,37.69,75.89,16.20,Discard Kc Jh Td
Kc Qd Qc Js Td,Pair,14.01,Kc Js Td,51.70,37.69,75.89,16.20,Discard Kc Js Td
Kc Qh Qc Jd Th,Pair,14.01,Kc Jd Th,51.70,37.69,75.89,16.20,Discard Kc Jd Th
Kc Qh Qc Jh Td,Pair,14.01,Kc Jh Td,51.70,37.69,75.89,16.20,Discard Kc Jh Td
Kc Qh Qc Jh Ts,Pair,14.01,Kc Jh Ts,51.70,37.69,75.89,16.20,Discard Kc Jh Ts
Kc Qh Qc Js Th,Pair,14.01,Kc Js Th,51.70,37.69,75.89,16.20,Discard Kc Js Th
Kc Qh Qd Jd Th,Pair,14.01,Kc Jd Th,51.70,37.69,75.89,16.20,Discard Kc Jd Th
Kc Qh Qd Jh Td,Pair,14.01,Kc Jh Td,51.70,37.69,75.89,16.20,Discard Kc Jh Td
Kc Qs Qc Jd Ts,Pair,14.01,Kc Jd Ts,51.70,37.69,75.89,16.20,Discard Kc Jd Ts
Kc Qs Qc Jh Ts,Pair,14.01,Kc Jh Ts,51.70,37.69,75.89,16.20,Discard Kc Jh Ts
Kc Qs Qc Js Td,Pair,14.01,Kc Js Td,51.70,37.69,75.89,16.20,Discard Kc Js Td
Kc Qs Qc Js Th,Pair,14.01,Kc Js Th,51.70,37.69,75.89,16.20,Discard Kc Js Th
Kc Qs Qd Jd Ts,Pair,14.01,Kc Jd Ts,51.70,37.69,75.89,16.20,Discard Kc Jd Ts
Kc Qs Qd Js Td,Pair,14.01,Kc Js Td,51.70,37.69,75.89,16.20,Discard Kc Js Td
Kc Qs Qh Jh Ts,Pair,14.01,Kc Jh Ts,51.70,37.69,75.89,16.20,Discard Kc Jh Ts
Kc Qs Qh Js Th,Pair,14.01,Kc Js Th,51.70,37.69,75.89,16.20,Discard Kc Js Th
Kd Qd Qc Jc Th,Pair,14.01,Kd Jc Th,51.70,37.69,75.89,16.20,Discard Kd Jc Th
Kd Qd Qc Jc Ts,Pair,14.01,Kd Jc Ts,51.70,37.69,75.89,16.20,Discard Kd Jc Ts
Kd Qd Qc Jh Tc,Pair,14.01,Kd Jh Tc,51.70,37.69,75.89,16.20,Discard Kd Jh Tc
Kd Qd Qc Js Tc,Pair,14.01,Kd Js Tc,51.70,37.69,75.89,16.20,Discard Kd Js Tc
Kd Qh Qc Jc Th,Pair,14.01,Kd Jc Th,51.70,37.69,75.89,16.20,Discard Kd Jc Th
Kd Qh Qc Jh Tc,Pair,14.01,Kd Jh Tc,51.70,37.69,75.89,16.20,Discard Kd Jh Tc
Kd Qh Qd Jc Th,Pair,14.01,Kd Jc Th,51.70,37.69,75.89,16.20,Discard Kd Jc Th
Kd Qh Qd Jh Tc,Pair,14.01,Kd Jh Tc,51.70,37.69,75.89,16.20,Discard Kd Jh Tc
Kd Qh Qd Jh Ts,Pair,14.01,Kd Jh Ts,51.70,37.69,75.89,16.20,Discard Kd Jh Ts
Kd Qh Qd Js Th,Pair,14.01,Kd Js Th,51.70,37.69,75.89,16.20,Discard Kd Js Th
Kd Qs Qc Jc Ts,Pair,14.01,Kd Jc Ts,51.70,37.69,75.89,16.20,Discard Kd Jc Ts
Kd Qs Qc Js Tc,Pair,14.01,Kd Js Tc,51.70,37.69,75.89,16.20,Discard Kd Js Tc
Kd Qs Qd Jc Ts,Pair,14.01,Kd Jc Ts,51.70,37.69,75.89,16.20,Discard Kd Jc Ts
Kd Qs Qd Jh Ts,Pair,14.01,Kd Jh Ts,51.70,37.69,75.89,16.20,Discard Kd Jh Ts
Kd Qs Qd Js Tc,Pair,14.01,Kd Js Tc,51.70,37.69,75.89,16.20,Discard Kd Js Tc
Kd Qs Qd Js Th,Pair,14.01,Kd Js Th,51.70,37.69,75.89,16.20,Discard Kd Js Th
Kd Qs Qh Jh Ts,Pair,14.01,Kd Jh Ts,51.70,37.69,75.89,16.20,Discard Kd Jh Ts
Kd Qs Qh Js Th,Pair,14.01,Kd Js Th,51.70,37.69,75.89,16.20,Discard Kd Js Th
Kh Qd Qc Jc Td,Pair,14.01,Kh Jc Td,51.70,37.69,75.89,16.20,Discard Kh Jc Td
Kh Qd Qc Jd Tc,Pair,14.01,Kh Jd Tc,51.70,37.69,75.89,16.20,Discard Kh Jd Tc
Kh Qh Qc Jc Td,Pair,14.01,Kh Jc Td,51.70,37.69,75.89,16.20,Discard Kh Jc Td
Kh Qh Qc Jc Ts,Pair,14.01,Kh Jc Ts,51.70,37.69,75.89,16.20,Discard Kh Jc Ts
Kh Qh Qc Jd Tc,Pair,14.01,Kh Jd Tc,51.70,37.69,75.89,16.20,Discard Kh Jd Tc
Kh Qh Qc Js Tc,Pair,14.01,Kh Js Tc,51.70,37.69,75.89,16.20,Discard Kh Js Tc
Kh Qh Qd Jc Td,Pair,14.01,Kh Jc Td,51.70,37.69,75.89,16.20,Discard Kh Jc Td
Kh Qh Qd Jd Tc,Pair,14.01,Kh Jd Tc,51.70,37.69,75.89,16.20,Discard Kh Jd Tc
Kh Qh Qd Jd Ts,Pair,14.01,Kh Jd Ts,51.70,37.69,75.89,16.20,Discard Kh Jd Ts
Kh Qh Qd Js Td,Pair,14.01,Kh Js Td,51.70,37.69,75.89,16.20,Discard Kh Js Td
Kh Qs Qc Jc Ts,Pair,14.01,Kh Jc Ts,51.70,37.69,75.89,16.20,Discard Kh Jc Ts
Kh Qs Qc Js Tc,Pair,14.01,Kh Js Tc,51.70,37.69,75.89,16.20,Discard Kh Js Tc
Kh Qs Qd Jd Ts,Pair,14.01,Kh Jd Ts,51.70,37.69,75.89,16.20,Discard Kh Jd Ts
Kh Qs Qd Js Td,Pair,14.01,Kh Js Td,51.70,37.69,75.89,16.20,Discard Kh Js Td
Kh Qs Qh Jc Ts,Pair,14.01,Kh Jc Ts,51.70,37.69,75.89,16.20,Discard Kh Jc Ts
Kh Qs Qh Jd Ts,Pair,14.01,Kh Jd Ts,51.70,37.69,75.89,16.20,Discard Kh Jd Ts
Kh Qs Qh Js Tc,Pair,14.01,Kh Js Tc,51.70,37.69,75.89,16.20,Discard Kh Js Tc
Kh Qs Qh Js Td,Pair,14.01,Kh Js Td,51.70,37.69,75.89,16.20,Discard Kh Js Td
Ks Qd Qc Jc Td,Pair,14.01,Ks Jc Td,51.70,37.69,75.89,16.20,Discard Ks Jc Td
Ks Qd Qc Jd Tc,Pair,14.01,Ks Jd Tc,51.70,37.69,75.89,16.20,Discard Ks Jd Tc
Ks Qh Qc Jc Th,Pair,14.01,Ks Jc Th,51.70,37.69,75.89,16.20,Discard Ks Jc Th
Ks Qh Qc Jh Tc,Pair,14.01,Ks Jh Tc,51.70,37.69,75.89,16.20,Discard Ks Jh Tc
Ks Qh Qd Jd Th,Pair,14.01,Ks Jd Th,51.70,37.69,75.89,16.20,Discard Ks Jd Th
Ks Qh Qd Jh Td,Pair,14.01,Ks Jh Td,51.70,37.69,75.89,16.20,Discard Ks Jh Td
Ks Qs Qc Jc Td,Pair,14.01,Ks Jc Td,51.70,37.69,75.89,16.20,Discard Ks Jc Td
Ks Qs Qc Jc Th,Pair,14.01,Ks Jc Th,51.70,37.69,75.89,16.20,Discard Ks Jc Th
Ks Qs Qc Jd Tc,Pair,14.01,Ks Jd Tc,51.70,37.69,75.89,16.20,Discard Ks Jd Tc
Ks Qs Qc Jh Tc,Pair,14.01,Ks Jh Tc,51.70,37.69,75.89,16.20,Discard Ks Jh Tc
Ks Qs Qd Jc Td,Pair,14.01,Ks Jc Td,51.70,37.69,75.89,16.20,Discard Ks Jc Td
Ks Qs Qd Jd Tc,Pair,14.01,Ks Jd Tc,51.70,37.69,75.89,16.20,Discard Ks Jd Tc
Ks Qs Qd Jd Th,Pair,14.01,Ks Jd Th,51.70,37.69,75.89,16.20,Discard Ks Jd Th
Ks Qs Qd Jh Td,Pair,14.01,Ks Jh Td,51.70,37.69,75.89,16.20,Discard Ks Jh Td
Ks Qs Qh Jc Th,Pair,14.01,Ks Jc Th,51.70,37.69,75.89,16.20,Discard Ks Jc Th
Ks Qs Qh Jd Th,Pair,14.01,Ks Jd Th,51.70,37.69,75.89,16.20,Discard Ks Jd Th
Ks Qs Qh Jh Tc,Pair,14.01,Ks Jh Tc,51.70,37.69,75.89,16.20,Discard Ks Jh Tc
Ks Qs Qh Jh Td,Pair,14.01,Ks Jh Td,51.70,37.69,75.89,16.20,Discard Ks Jh Td
Kc Qd Qc Jh Th,Pair,14.01,Kc Jh Th,51.70,37.69,75.89,16.20,Discard Kc Jh Th
Kc Qd Qc Js Ts,Pair,14.01,Kc Js Ts,51.70,37.69,75.89,16.20,Discard Kc Js Ts
Kc Qh Qc Jd Td,Pair,14.01,Kc Jd Td,51.70,37.69,75.89,16.20,Discard Kc Jd Td
Kc Qh Qc Js Ts,Pair,14.01,Kc Js Ts,51.70,37.69,75.89,16.20,Discard Kc Js Ts
Kc Qh Qd Jc Td,Pair,14.01,Kc Jc Td,51.70,37.69,75.89,16.20,Discard Kc Jc Td
Kc Qh Qd Jc Th,Pair,14.01,Kc Jc Th,51.70,37.69,75.89,16.20,Discard Kc Jc Th
Kc Qh Qd Jd Tc,Pair,14.01,Kc Jd Tc,51.70,37.69,75.89,16.20,Discard Kc Jd Tc
Kc Qh Qd Jh Tc,Pair,14.01,Kc Jh Tc,51.70,37.69,75.89,16.20,Discard Kc Jh Tc
Kc Qs Qc Jd Td,Pair,14.01,Kc Jd Td,51.70,37.69,75.89,16.20,Discard Kc Jd Td
Kc Qs Qc Jh Th,Pair,14.01,Kc Jh Th,51.70,37.69,75.89,16.20,Discard Kc Jh Th
Kc Qs Qd Jc Td,Pair,14.01,Kc Jc Td,51.70,37.69,75.89,16.20,Discard Kc Jc Td
Kc Qs Qd Jc Ts,Pair,14.01,Kc Jc Ts,51.70,37.69,75.89,16.20,Discard Kc Jc Ts
Kc Qs Qd Jd Tc,Pair,14.01,Kc Jd Tc,51.70,37.69,75.89,16.20,Discard Kc Jd Tc
Kc Qs Qd Js Tc,Pair,14.01,Kc Js Tc,51.70,37.69,75.89,16.20,Discard Kc Js Tc
Kc Qs Qh Jc Th,Pair,14.01,Kc Jc Th,51.70,37.69,75.89,16.20,Discard Kc Jc Th
Kc Qs Qh Jc Ts,Pair,14.01,Kc Jc Ts,51.70,37.69,75.89,16.20,Discard Kc Jc Ts
Kc Qs Qh Jh Tc,Pair,14.01,Kc Jh Tc,51.70,37.69,75.89,16.20,Discard Kc Jh Tc
Kc Qs Qh Js Tc,Pair,14.01,Kc Js Tc,51.70,37.69,75.89,16.20,Discard Kc Js Tc
Kd Qd Qc Jh Th,Pair,14.01,Kd Jh Th,51.70,37.69,75.89,16.20,Discard Kd Jh Th
Kd Qd Qc Js Ts,Pair,14.01,Kd Js Ts,51.70,37.69,75.89,16.20,Discard Kd Js Ts
Kd Qh Qc Jc Td,Pair,14.01,Kd Jc Td,51.70,37.69,75.89,16.20,Discard Kd Jc Td
Kd Qh Qc Jd Tc,Pair,14.01,Kd Jd Tc,51.70,37.69,75.89,16.20,Discard Kd Jd Tc
Kd Qh Qc Jd Th,Pair,14.01,Kd Jd Th,51.70,37.69,75.89,16.20,Discard Kd Jd Th
Kd Qh Qc Jh Td,Pair,14.01,Kd Jh Td,51.70,37.69,75.89,16.20,Discard Kd Jh Td
Kd Qh Qd Jc Tc,Pair,14.01,Kd Jc Tc,51.70,37.69,75.89,16.20,Discard Kd Jc Tc
Kd Qh Qd Js Ts,Pair,14.01,Kd Js Ts,51.70,37.69,75.89,16.20,Discard Kd Js Ts
Kd Qs Qc Jc Td,Pair,14.01,Kd Jc Td,51.70,37.69,75.89,16.20,Discard Kd Jc Td
Kd Qs Qc Jd Tc,Pair,14.01,Kd Jd Tc,51.70,37.69,75.89,16.20,Discard Kd Jd Tc
Kd Qs Qc Jd Ts,Pair,14.01,Kd Jd Ts,51.70,37.69,75.89,16.20,Discard Kd Jd Ts
Kd Qs Qc Js Td,Pair,14.01,Kd Js Td,51.70,37.69,75.89,16.20,Discard Kd Js Td
Kd Qs Qd Jc Tc,Pair,14.01,Kd Jc Tc,51.70,37.69,75.89,16.20,Discard Kd Jc Tc
Kd Qs Qd Jh Th,Pair,14.01,Kd Jh Th,51.70,37.69,75.89,16.20,Discard Kd Jh Th
Kd Qs Qh Jd Th,Pair,14.01,Kd Jd Th,51.70,37.69,75.89,16.20,Discard Kd Jd Th
Kd Qs Qh Jd Ts,Pair,14.01,Kd Jd Ts,51.70,37.69,75.89,16.20,Discard Kd Jd Ts
Kd Qs Qh Jh Td,Pair,14.01,Kd Jh Td,51.70,37.69,75.89,16.20,Discard Kd Jh Td
Kd Qs Qh Js Td,Pair,14.01,Kd Js Td,51.70,37.69,75.89,16.20,Discard Kd Js Td
Kh Qd Qc Jc Th,Pair,14.01,Kh Jc Th,51.70,37.69,75.89,16.20,Discard Kh Jc Th
Kh Qd Qc Jd Th,Pair,14.01,Kh Jd Th,51.70,37.69,75.89,16.20,Discard Kh Jd Th
Kh Qd Qc Jh Tc,Pair,14.01,Kh Jh Tc,51.70,37.69,75.89,16.20,Discard Kh Jh Tc
Kh Qd Qc Jh Td,Pair,14.01,Kh Jh Td,51.70,37.69,75.89,16.20,Discard Kh Jh Td
Kh Qh Qc Jd Td,Pair,14.01,Kh Jd Td,51.70,37.69,75.89,16.20,Discard Kh Jd Td
Kh Qh Qc Js Ts,Pair,14.01,Kh Js Ts,51.70,37.69,75.89,16.20,Discard Kh Js Ts
Kh Qh Qd Jc Tc,Pair,14.01,Kh Jc Tc,51.70,37.69,75.89,16.20,Discard Kh Jc Tc
Kh Qh Qd Js Ts,Pair,14.01,Kh Js Ts,51.70,37.69,75.89,16.20,Discard Kh Js Ts
Kh Qs Qc Jc Th,Pair,14.01,Kh Jc Th,51.70,37.69,75.89,16.20,Discard Kh Jc Th
Kh Qs Qc Jh Tc,Pair,14.01,Kh Jh Tc,51.70,37.69,75.89,16.20,Discard Kh Jh Tc
Kh Qs Qc Jh Ts,Pair,14.01,Kh Jh Ts,51.70,37.69,75.89,16.20,Discard Kh Jh Ts
Kh Qs Qc Js Th,Pair,14.01,Kh Js Th,51.70,37.69,75.89,16.20,Discard Kh Js Th
Kh Qs Qd Jd Th,Pair,14.01,Kh Jd Th,51.70,37.69,75.89,16.20,Discard Kh Jd Th
Kh Qs Qd Jh Td,Pair,14.01,Kh Jh Td,51.70,37.69,75.89,16.20,Discard Kh Jh Td
Kh Qs Qd Jh Ts,Pair,14.01,Kh Jh Ts,51.70,37.69,75.89,16.20,Discard Kh Jh Ts
Kh Qs Qd Js Th,Pair,14.01,Kh Js Th,51.70,37.69,75.89,16.20,Discard Kh Js Th
Kh Qs Qh Jc Tc,Pair,14.01,Kh Jc Tc,51.70,37.69,75.89,16.20,Discard Kh Jc Tc
Kh Qs Qh Jd Td,Pair,14.01,Kh Jd Td,51.70,37.69,75.89,16.20,Discard Kh Jd Td
Ks Qd Qc Jc Ts,Pair,14.01,Ks Jc Ts,51.70,37.69,75.89,16.20,Discard Ks Jc Ts
Ks Qd Qc Jd Ts,Pair,14.01,Ks Jd Ts,51.70,37.69,75.89,16.20,Discard Ks Jd Ts
Ks Qd Qc Js Tc,Pair,14.01,Ks Js Tc,51.70,37.69,75.89,16.20,Discard Ks Js Tc
Ks Qd Qc Js Td,Pair,14.01,Ks Js Td,51.70,37.69,75.89,16.20,Discard Ks Js Td
Ks Qh Qc Jc Ts,Pair,14.01,Ks Jc Ts,51.70,37.69,75.89,16.20,Discard Ks Jc Ts
Ks Qh Qc Jh Ts,Pair,14.01,Ks Jh Ts,51.70,37.69,75.89,16.20,Discard Ks Jh Ts
Ks Qh Qc Js Tc,Pair,14.01,Ks Js Tc,51.70,37.69,75.89,16.20,Discard Ks Js Tc
Ks Qh Qc Js Th,Pair,14.01,Ks Js Th,51.70,37.69,75.89,16.20,Discard Ks Js Th
Ks Qh Qd Jd Ts,Pair,14.01,Ks Jd Ts,51.70,37.69,75.89,16.20,Discard Ks Jd Ts
Ks Qh Qd Jh Ts,Pair,14.01,Ks Jh Ts,51.70,37.69,75.89,16.20,Discard Ks Jh Ts
Ks Qh Qd Js Td,Pair,14.01,Ks Js Td,51.70,37.69,75.89,16.20,Discard Ks Js Td
Ks Qh Qd Js Th,Pair,14.01,Ks Js Th,51.70,37.69,75.89,16.20,Discard Ks Js Th
Ks Qs Qc Jd Td,Pair,14.01,Ks Jd Td,51.70,37.69,75.89,16.20,Discard Ks Jd Td
Ks Qs Qc Jh Th,Pair,14.01,Ks Jh Th,51.70,37.69,75.89,16.20,Discard Ks Jh Th
Ks Qs Qd Jc Tc,Pair,14.01,Ks Jc Tc,51.70,37.69,75.89,16.20,Discard Ks Jc Tc
Ks Qs Qd Jh Th,Pair,14.01,Ks Jh Th,51.70,37.69,75.89,16.20,Discard Ks Jh Th
Ks Qs Qh Jc Tc,Pair,14.01,Ks Jc Tc,51.70,37.69,75.89,16.20,Discard Ks Jc Tc
Ks Qs Qh Jd Td,Pair,14.01,Ks Jd Td,51.70,37.69,75.89,16.20,Discard Ks Jd Td
Kc Qd Qc Jc Th,Pair,14.01,Kc Jc Th,51.70,37.69,75.89,16.20,Discard Kc Jc Th
